,0,1,2,3,4,5,6,7
380,0,0,1,0,0,0,0,1
381,1,0,0,0,1,1,0,1
382,0,0,0,1,0,1,0,0
383,0,1,0,1,0,0,1,0
384,1,0,0,0,0,0,1,0
385,1,1,0,1,0,1,0,1
386,0,1,1,0,0,0,0,0
387,1,1,0,1,0,0,1,0
388,1,0,0,0,0,0,0,1
389,1,1,0,0,1,0,0,0
390,1,0,1,0,0,0,0,1
391,1,0,0,0,0,1,1,0
392,1,1,0,0,1,1,1,0
393,1,0,0,0,0,0,0,0
394,1,0,1,1,0,1,1,1
395,1,1,0,1,0,1,0,1
396,0,1,1,0,1,0,1,0
397,1,0,1,0,1,0,1,1
398,1,1,0,1,1,0,1,0
399,1,1,0,0,0,0,1,1
400,0,1,0,0,1,0,0,0
401,1,0,0,0,0,1,0,1
402,1,1,0,0,1,1,1,1
403,1,0,0,0,1,1,1,0
404,0,0,1,0,0,1,0,0
405,1,1,1,0,1,1,1,0
406,0,0,0,1,0,1,0,1
407,1,1,0,1,1,0,1,0
408,0,0,0,0,0,0,1,0
409,1,1,0,0,0,0,0,0
410,0,0,1,0,1,0,0,1
411,1,1,0,0,1,0,0,1
412,0,0,0,0,1,0,1,0
413,1,1,1,0,0,0,0,0
414,1,1,1,0,0,1,1,0
415,1,1,0,1,0,1,0,0
416,1,0,0,0,0,0,0,1
417,0,0,1,1,1,0,1,0
418,0,1,1,0,0,1,0,0
419,1,1,0,0,1,1,1,0
420,1,1,1,0,0,1,0,1
421,1,1,1,1,0,0,1,1
422,0,0,1,0,0,0,0,0
423,1,1,0,1,1,0,0,1
424,1,1,0,0,1,0,1,0
425,0,1,0,0,1,0,1,1
426,1,0,0,1,0,1,0,0
427,1,1,0,1,1,0,0,0
428,1,1,0,1,0,1,0,1
429,1,1,1,0,1,1,1,0
430,1,1,1,0,0,1,0,1
431,0,0,0,0,1,0,0,0
432,1,0,0,1,0,0,1,0
433,1,0,1,1,1,0,0,0
434,1,1,0,1,0,0,1,1
435,1,0,1,0,1,1,0,0
436,0,0,1,0,0,1,1,1
437,1,1,1,0,0,1,1,0
438,1,0,0,1,0,1,0,0
439,0,1,1,0,0,1,0,0
440,0,1,1,0,0,1,1,1
441,1,0,1,1,0,1,1,0
442,0,0,1,1,1,0,0,1
443,1,0,0,0,1,0,0,1
444,1,0,1,1,1,1,0,1
445,1,0,0,0,1,0,1,0
446,0,1,0,1,1,0,1,0
447,0,0,0,1,0,1,1,0
448,1,1,0,1,0,1,0,1
449,1,1,1,0,0,1,1,0
450,0,0,1,0,1,1,1,0
451,1,1,1,0,0,0,0,0
452,1,0,1,0,0,0,1,1
453,0,0,1,1,0,0,0,1
454,1,1,0,1,1,0,1,0
455,1,0,0,0,1,1,1,1
456,1,0,1,0,0,0,1,0
457,1,0,0,1,1,1,0,1
458,0,0,0,1,1,1,1,0
459,1,1,0,0,1,0,0,0
460,1,1,0,0,0,1,1,1
461,0,1,1,0,0,0,0,1
462,0,1,0,1,0,0,0,0
463,1,0,0,0,1,1,1,1
464,1,1,0,0,0,0,0,1
465,1,1,1,0,0,0,0,0
466,1,0,0,0,1,0,1,1
467,0,0,0,0,0,1,0,0
468,1,0,0,1,0,1,0,0
469,0,0,0,0,0,0,0,1
470,1,0,0,0,0,0,1,0
471,1,1,1,0,1,0,0,0
472,1,0,0,0,0,1,1,1
473,0,1,0,0,0,1,1,1
474,0,1,0,0,1,1,1,0
475,1,0,0,1,0,1,1,0
476,0,1,0,0,0,1,0,1
477,0,1,0,0,1,1,1,0
478,1,1,0,0,1,0,1,0
479,1,0,0,0,0,0,1,0
480,1,0,0,0,0,1,1,0
481,1,0,0,0,0,1,0,0
482,1,0,1,0,0,1,0,0
483,1,0,0,0,0,1,0,1
484,1,0,0,0,1,1,1,1
485,1,0,1,1,0,0,1,0
486,1,0,0,0,1,1,0,0
487,1,1,0,0,0,0,0,0
488,1,0,1,1,0,1,1,1
489,1,0,0,1,0,0,0,1
490,1,0,1,0,0,1,1,1
491,0,1,0,0,1,0,1,0
492,1,0,0,0,0,1,1,1
493,1,1,0,0,0,0,0,0
494,0,1,1,1,0,0,1,1
495,0,0,0,1,1,0,1,0
496,1,1,1,0,1,0,1,1
497,1,0,0,1,1,0,0,1
498,1,0,0,0,1,0,0,0
499,1,0,1,0,1,1,1,1
500,1,0,1,1,1,1,0,0
501,0,1,0,0,1,0,1,0
502,1,1,0,0,1,0,1,0
503,1,1,1,0,0,1,0,1
504,0,0,1,0,0,0,0,0
505,0,1,1,0,1,0,1,0
506,0,0,0,0,0,1,1,1
507,0,0,0,1,1,0,1,0
508,0,0,0,0,0,0,0,1
509,0,0,0,0,1,0,0,1
510,1,0,0,0,0,0,0,0
511,1,1,1,0,0,1,0,1
512,1,0,1,0,1,0,0,0
513,0,0,0,1,0,1,0,1
514,0,1,1,0,0,1,1,0
515,1,0,1,1,0,1,0,1
516,1,0,0,1,1,1,1,1
517,0,1,0,1,1,1,1,0
518,1,0,0,0,0,0,0,0
519,1,0,0,0,0,1,0,1
520,0,0,0,0,0,1,0,0
521,1,0,1,1,1,1,0,1
522,1,0,0,1,1,1,1,1
523,1,1,0,0,0,0,0,1
524,1,1,0,1,1,0,0,0
525,1,1,0,0,0,0,1,0
526,1,0,0,0,0,0,1,1
527,1,0,1,1,0,1,1,1
528,0,0,1,0,0,0,0,1
529,1,1,0,1,0,1,0,1
530,1,0,1,1,0,1,1,0
531,1,0,0,0,0,1,1,1
532,1,0,0,0,1,0,1,1
533,1,1,1,0,1,0,0,0
534,0,0,1,1,0,1,0,1
535,1,0,0,0,0,1,1,1
536,1,0,0,0,0,1,1,1
537,1,0,1,1,1,0,1,1
538,1,0,0,0,0,0,0,0
539,1,1,0,0,0,1,1,0
540,1,0,0,0,1,1,0,0
541,1,0,1,0,0,0,0,1
542,1,0,1,1,1,0,1,0
543,1,1,1,0,1,1,1,0
544,0,0,1,1,0,1,1,0
545,1,0,0,0,0,1,0,1
546,1,1,0,1,0,0,0,0
547,1,0,1,0,0,1,1,1
548,0,1,0,0,1,0,1,0
549,0,0,0,0,1,0,0,1
550,0,0,0,0,0,0,0,1
551,1,0,0,1,1,1,0,1
552,1,0,0,0,0,1,1,0
553,0,1,0,0,1,1,0,0
554,0,0,0,1,1,1,1,0
555,1,0,0,0,1,0,1,0
556,0,0,0,0,1,1,0,0
557,1,1,0,0,1,1,0,0
558,1,0,0,0,1,1,0,1
559,1,1,1,1,0,1,0,1
560,0,1,1,1,1,0,0,0
561,1,0,0,0,1,0,1,0
562,0,1,0,1,0,0,0,0
563,1,1,0,1,0,1,0,0
564,1,0,0,0,1,0,0,0
565,0,1,0,0,0,0,1,1
566,1,0,1,0,0,1,1,0
567,0,0,0,0,0,1,0,1
568,0,1,1,0,0,1,0,1
569,1,1,1,1,0,1,0,0
570,0,0,0,0,1,1,0,0
571,0,1,0,0,0,0,0,0
572,1,1,0,1,1,0,0,1
573,1,1,0,0,1,0,0,1
574,1,1,1,0,1,1,1,0
575,1,0,0,0,0,1,1,1
576,1,1,0,0,0,0,0,1
577,0,0,1,1,0,1,0,1
578,1,0,0,1,0,1,1,1
579,0,0,1,1,1,0,1,1
580,1,0,1,0,0,1,1,1
581,1,0,1,0,1,0,1,0
582,1,0,0,0,1,1,0,0
583,0,1,1,0,1,0,1,0
584,1,1,1,0,0,1,1,0
585,1,1,0,0,1,0,1,0
586,1,1,0,0,0,0,0,1
587,1,1,1,0,1,0,0,1
588,1,0,0,1,1,1,0,0
589,1,0,1,0,0,0,1,1
590,0,0,0,0,0,1,1,0
591,1,0,0,1,0,0,1,0
592,1,1,0,0,1,1,0,0
593,0,1,0,0,0,0,1,0
594,1,0,0,1,0,1,0,1
595,0,1,1,1,0,1,1,1
596,0,1,0,0,0,0,0,1
597,0,0,0,1,0,0,1,0
598,1,1,0,1,1,0,1,0
599,1,0,0,1,0,0,0,1
600,0,1,0,1,1,0,0,0
601,1,0,1,1,0,0,1,0
602,0,1,0,1,1,1,0,1
603,1,1,0,0,0,0,0,1
604,1,1,0,1,0,0,0,0
605,1,1,1,0,0,1,0,1
606,1,1,0,0,0,0,1,1
607,1,0,0,0,1,1,0,1
608,1,1,0,0,0,1,1,0
609,1,1,0,0,1,0,1,0
610,1,0,0,1,0,1,1,1
611,0,1,0,0,1,1,1,0
612,0,0,0,1,1,1,0,1
613,1,0,1,0,0,1,0,1
614,0,1,0,1,1,1,0,1
615,0,0,1,0,1,0,0,0
616,1,1,0,1,1,0,0,0
617,1,0,1,1,0,1,0,0
618,0,0,0,0,1,1,1,1
619,1,0,0,1,1,0,0,1
620,1,0,0,0,0,1,1,1
621,1,0,0,1,1,1,1,0
622,0,1,0,0,0,0,1,0
623,0,1,0,1,1,0,0,0
624,1,1,0,1,0,1,0,1
625,1,0,1,1,1,0,1,0
626,0,0,0,0,1,1,1,1
627,1,1,1,1,1,0,0,0
628,1,0,0,0,1,1,0,0
629,0,0,0,0,1,0,0,0
630,1,1,0,0,0,0,1,0
631,1,0,1,0,1,0,0,1
632,1,1,0,0,1,1,1,0
633,1,0,0,0,1,0,1,1
634,1,0,0,0,1,1,0,1
635,1,0,0,0,0,1,0,1
636,1,1,0,1,1,1,0,1
637,0,0,1,0,0,1,0,1
638,0,0,0,0,1,1,0,1
639,1,1,0,1,1,0,0,1
640,1,1,0,0,1,1,1,1
641,1,1,0,0,1,0,1,0
642,1,0,1,0,0,1,0,1
643,1,1,1,0,0,1,0,0
644,1,1,1,0,1,1,1,1
645,0,0,0,0,1,1,1,1
646,1,0,1,1,0,1,1,0
647,0,1,1,0,0,1,0,1
648,1,0,1,0,0,1,1,0
649,0,1,0,1,1,0,1,1
650,0,1,0,0,1,0,0,0
651,1,1,1,1,0,0,0,1
652,0,1,0,0,0,0,1,1
653,0,1,1,0,0,1,0,0
654,1,1,0,1,0,0,1,1
655,1,0,0,0,1,1,0,1
656,1,0,1,1,0,1,1,0
657,1,0,0,0,1,0,0,0
658,0,1,1,0,1,0,0,1
659,0,1,0,0,1,1,0,0
660,0,0,0,1,1,1,0,1
661,1,0,0,1,0,1,0,1
662,0,1,1,1,1,1,0,0
663,1,1,1,0,1,0,1,1
664,1,0,1,1,1,1,0,0
665,1,0,0,1,0,1,0,0
666,1,0,1,1,0,0,0,1
667,1,0,0,0,1,0,0,0
668,0,1,1,0,1,0,1,1
669,0,1,0,1,1,1,0,1
670,1,1,0,1,0,1,0,0
671,0,0,0,1,1,1,0,0
672,1,0,1,0,0,1,0,0
673,0,1,1,0,0,1,0,0
674,0,1,0,0,1,0,1,1
675,1,0,0,0,0,1,0,0
676,1,0,0,0,1,1,0,0
677,0,1,1,0,0,1,0,0
678,0,0,0,0,1,1,1,0
679,0,0,0,0,1,0,1,0
680,0,1,1,0,0,0,1,0
681,0,1,0,0,0,1,0,1
682,1,1,0,0,1,0,0,0
683,1,0,0,0,1,0,0,0
684,1,1,0,1,0,0,0,0
685,0,0,0,1,0,1,0,1
686,1,1,0,1,1,0,0,1
687,1,1,1,1,1,0,0,0
688,1,0,1,0,1,1,1,0
689,1,1,1,0,1,0,1,0
690,1,1,1,1,1,0,1,0
691,0,1,0,1,0,1,1,1
692,0,1,0,0,1,1,0,1
693,1,0,1,0,1,1,0,1
694,0,1,0,0,0,1,0,1
695,1,0,1,0,1,0,0,1
696,0,1,1,0,1,0,0,0
697,1,1,0,0,0,1,0,0
698,0,0,0,1,0,0,0,1
699,1,1,0,1,1,1,1,0
700,0,0,0,0,1,1,1,0
701,1,1,0,0,0,1,0,1
702,1,1,1,0,1,1,0,0
703,1,0,1,0,0,1,1,1
704,1,0,0,1,1,0,1,1
705,0,1,1,1,1,1,0,0
706,0,0,1,1,0,0,0,1
707,1,1,0,0,0,0,0,0
708,1,0,0,1,0,0,0,1
709,0,0,0,1,0,1,0,0
710,1,1,0,1,1,0,0,0
711,1,0,0,0,0,1,0,1
712,0,0,1,1,0,1,0,1
713,0,1,1,0,1,0,1,0
714,1,0,0,0,0,0,1,1
715,1,0,0,0,1,1,0,0
716,0,1,1,0,1,0,1,0
717,1,0,1,0,0,0,0,1
718,0,0,0,0,1,0,0,0
719,1,0,1,0,0,0,1,1
720,0,1,1,0,0,0,0,0
721,1,1,0,0,0,0,0,0
722,1,1,0,0,1,1,0,1
723,1,0,1,1,1,0,1,0
724,0,1,1,0,1,1,0,0
725,0,0,0,1,1,1,1,1
726,1,1,0,0,1,1,0,1
727,1,1,0,1,1,0,0,1
728,0,1,0,0,0,1,1,1
729,1,0,1,0,0,1,1,0
730,1,0,1,0,0,1,1,0
731,1,0,0,0,0,1,0,1
732,0,1,1,0,0,1,0,1
733,1,0,0,0,0,1,0,0
734,1,1,0,0,0,1,0,0
735,1,0,0,0,0,1,1,0
736,1,0,0,0,0,0,0,0
737,1,0,1,0,0,0,0,1
738,0,0,0,0,0,1,1,0
739,1,0,0,0,0,1,1,1
740,1,0,0,0,0,1,0,1
741,1,0,0,0,0,0,1,0
742,1,1,0,0,1,1,1,0
743,1,1,0,0,0,0,0,1
744,1,0,0,0,1,0,0,1
745,0,1,0,0,1,0,1,1
746,1,1,0,0,0,0,1,1
747,0,0,1,0,0,1,1,1
748,1,0,1,0,0,0,1,1
749,1,0,0,0,0,1,0,0
750,1,1,0,0,0,0,1,0
751,0,1,0,0,0,1,0,1
752,1,1,0,0,1,0,0,1
753,1,1,0,0,0,1,0,1
754,1,1,0,1,0,0,1,0
755,0,1,0,0,1,0,1,0
756,0,1,0,0,1,0,1,0
757,0,0,0,0,1,0,1,0
758,1,0,0,0,1,0,1,1
759,1,1,1,0,1,0,1,1
760,0,0,0,0,0,1,0,1
761,1,0,0,1,0,0,1,1
762,1,1,0,0,1,1,1,0
763,0,1,0,0,0,1,0,1
764,0,1,0,0,0,0,0,0
765,1,1,0,0,1,1,1,0
766,0,0,0,1,0,1,0,1
767,0,0,1,0,0,1,0,1
768,1,1,0,0,1,1,0,1
769,1,0,0,0,1,1,1,0
770,1,1,0,1,1,1,0,0
771,1,1,0,1,1,0,1,0
772,1,0,0,0,0,1,1,1
773,0,0,1,0,0,1,0,1
774,1,1,1,1,1,0,1,0
