,Q1,Q3,Q4,Q2
146,25.022257,25.320684,24.849646,24.80741
147,25.134827,25.414738,24.568329,24.88211
148,24.937431,24.763273,25.53408,24.765211
149,24.930902,24.520273,25.573072,24.975746
150,25.166548,25.274097,24.399923,25.159422
151,24.937162,24.851744,25.457191,24.7539
152,24.754068,24.876669,25.371223,24.998041
153,25.103245,24.681715,25.118252,25.096783
154,25.06812,25.418428,24.599907,24.913546
155,25.102594,24.913355,25.111788,24.87226
156,24.780045,24.895298,25.196302,25.128359
157,25.248756,25.103521,24.756046,24.891672
158,25.239384,25.18665,24.720144,24.853825
159,25.05339,25.314444,24.76589,24.86627
160,24.954933,24.757236,25.398382,24.889452
161,25.206196,25.068592,24.553505,25.171703
162,25.200752,25.434044,24.334917,25.030285
163,25.158897,25.363176,24.354134,25.123793
164,25.062561,25.005404,24.850025,25.082006
165,24.794302,24.857706,25.152397,25.195602
166,25.18366,25.20324,24.428064,25.185036
167,25.062319,24.978596,24.707212,25.251871
168,25.093466,24.887112,24.79839,25.22103
169,25.074419,25.101927,24.595198,25.228458
170,24.856005,25.179228,25.011238,24.953527
171,25.095951,25.023067,24.666254,25.214725
172,25.190655,25.352156,24.578117,24.87907
173,24.94252,25.177542,25.019726,24.860209
174,24.788095,24.803463,25.560211,24.848232
175,24.992702,25.03409,24.665583,25.307623
176,24.977596,25.035147,25.223804,24.763458
177,24.96207,25.356161,24.818342,24.863434
178,25.04425,25.266098,24.454817,25.234827
179,25.028341,25.356075,24.549168,25.066418
180,24.856474,24.823391,25.50754,24.812592
181,24.996569,24.738348,25.272089,24.992989
182,25.154505,25.473743,24.459467,24.91229
183,25.17723,24.842505,25.115025,24.86524
184,25.038502,24.62134,25.301945,25.03822
185,24.858173,24.933666,25.23659,24.971567
186,24.880093,25.301058,24.851582,24.96727
187,24.866554,24.533548,25.558254,25.041645
188,25.187576,25.19855,24.675821,24.938053
189,24.812355,25.016674,25.315432,24.855528
190,25.128443,25.486065,24.351505,25.033983
191,25.147778,25.289015,24.398422,25.164785
192,24.938847,25.359272,24.751312,24.950563
193,24.76649,24.900925,25.160837,25.171747
194,25.104687,24.81225,24.823078,25.259983
195,25.189362,25.434774,24.458458,24.917404
196,25.01057,24.706627,25.072628,25.210169
197,25.03883,24.753881,25.358604,24.84868
198,24.790846,24.9497,25.384369,24.875082
199,25.133947,24.7556,25.244389,24.866066
200,25.126707,25.388988,24.348099,25.136206
201,25.059494,25.037277,24.680153,25.223087
202,24.851202,24.792862,25.403877,24.952055
203,24.893147,25.10235,25.210268,24.79424
204,25.25042,25.080956,24.607573,25.061056
205,25.152996,24.796333,25.175056,24.875618
206,25.179655,25.101656,24.909155,24.809536
207,25.122345,25.488258,24.357008,25.032389
208,24.91924,24.556267,25.599989,24.924503
209,25.162006,24.76178,25.028551,25.047667
210,24.921911,24.727655,25.152674,25.197762
211,24.936066,24.933144,25.37215,24.758638
212,24.966047,24.722805,25.402037,24.909105
213,24.924137,24.612955,25.61477,24.84813
214,25.272842,25.09506,24.629591,25.002502
215,25.108088,24.957327,24.78404,25.150547
216,25.032244,24.825504,25.176725,24.965525
217,25.130901,25.172476,24.954453,24.74217
218,24.880856,25.226276,24.93514,24.957726
219,25.105583,24.909664,25.069338,24.91541
220,25.067991,25.069496,25.095085,24.767426
221,25.19526,25.460642,24.408035,24.936064
222,24.876707,25.3115,24.801376,25.010416
223,24.8716,24.520302,25.585434,25.022667
224,24.934933,25.221819,24.665817,25.177427
225,25.108183,25.407278,24.3645,25.12004
226,25.204775,25.238413,24.406734,25.150076
227,24.939234,24.8388,25.406923,24.815044
228,25.033197,24.84674,24.876974,25.243101
229,24.960375,24.57948,25.32844,25.131708
230,25.21849,24.894115,24.965244,24.922153
231,24.982975,25.088797,25.178925,24.749308
232,25.157711,24.915121,24.791008,25.136154
233,25.177902,25.45637,24.435394,24.930326
234,24.863758,25.058317,25.051857,25.026066
235,24.967426,24.861542,25.404385,24.766647
236,24.813927,24.686043,25.405804,25.094234
237,25.0087,25.275711,24.625788,25.089798
238,25.08513,25.463482,24.519846,24.93153
239,25.018566,24.61294,25.27597,25.092527
240,25.111729,25.30524,24.799706,24.783321
241,25.157642,25.418715,24.31934,25.104311
242,25.26871,25.287352,24.452045,24.991896
243,24.785357,24.87108,25.489464,24.854097
244,24.959183,25.046528,25.225899,24.768394
245,24.864904,24.666039,25.652937,24.816122
246,24.802612,24.998396,25.286129,24.912865
247,24.871332,24.74935,25.27097,25.108349
248,25.214663,25.03812,24.897293,24.849928
249,25.022879,25.030905,24.754078,25.192135
250,24.87811,24.564285,25.58616,24.971447
251,24.891369,24.651442,25.335777,25.121418
252,25.121376,25.311068,24.386982,25.180573
253,25.015488,25.392319,24.555138,25.037066
254,24.823118,25.132788,25.041723,25.00238
255,25.133764,25.417784,24.557306,24.891142
256,24.845211,24.708818,25.546705,24.899261
257,24.900974,25.224796,24.737694,25.136534
258,24.880032,24.63955,25.606474,24.873941
259,25.28285,25.156912,24.611706,24.948526
260,24.803629,24.581518,25.683,24.931845
261,25.16924,25.177347,24.726883,24.926529
262,25.2373,25.292482,24.632719,24.837498
263,25.145636,25.090902,24.551462,25.212006
264,25.020811,25.274813,24.549261,25.155111
265,25.222445,24.921646,24.760374,25.095537
266,24.858252,24.601343,25.381851,25.158554
267,25.090399,24.988997,24.697437,25.223164
268,24.788153,25.062037,25.223616,24.926195
269,25.028288,25.365051,24.438946,25.167715
270,25.144136,24.796286,25.229824,24.82976
271,25.13458,25.16781,24.472977,25.224627
272,24.946003,24.803402,25.485151,24.765438
273,24.848703,25.063694,25.14705,24.940552
274,25.242483,25.058088,24.865992,24.833435
275,25.247223,25.31439,24.379318,25.059069
276,25.027296,25.27476,24.683472,25.01447
277,24.884731,25.117403,25.180801,24.81706
278,25.258982,25.045565,24.81025,24.885206
279,25.045979,25.45284,24.615833,24.885344
280,24.829168,25.014034,25.04895,25.107851
281,25.049677,25.378513,24.430317,25.141493
282,25.082006,24.909744,24.800083,25.208164
283,24.73675,24.87326,25.349998,25.03999
284,25.138294,25.146914,24.557947,25.156843
285,25.000944,24.986267,25.086065,24.926723
286,24.886204,24.540714,25.531916,25.041168
287,24.875044,25.247055,24.778198,25.0997
288,24.94562,24.55658,25.48851,25.009293
289,24.894573,24.808231,25.368763,24.928429
290,24.869162,24.735931,25.206888,25.188023
291,25.050692,24.949787,24.713398,25.286123
292,25.129053,25.17471,24.94541,24.750824
293,24.858845,24.875288,25.457811,24.808064
294,25.140991,25.31519,24.383377,25.16044
295,24.761974,24.94991,25.286781,25.001345
296,24.800083,24.85403,25.184818,25.16107
297,24.858168,25.09187,25.193584,24.856377
298,25.284374,25.17333,24.600962,24.941338
299,24.932634,24.82127,25.439661,24.806427
300,25.178751,25.397543,24.575697,24.848011
301,24.945597,24.821472,25.381443,24.851482
302,24.82211,24.541735,25.597603,25.03855
303,25.030884,25.47335,24.540464,24.955301
304,25.001856,24.803623,24.91993,25.274593
305,24.803587,24.897741,25.45475,24.843922
306,25.064814,24.745134,25.0041,25.185946
307,25.173828,25.353315,24.406902,25.065952
308,25.121567,25.500587,24.427795,24.950054
309,24.779495,24.889225,25.412336,24.918941
310,25.14036,25.31772,24.454273,25.087639
311,25.008484,25.196543,24.953363,24.841606
312,25.219547,25.396814,24.382324,25.00132
313,25.089506,25.241175,24.871914,24.797405
314,24.845913,25.225666,24.92028,25.008139
315,24.935863,25.215847,24.829288,25.018995
316,24.99924,25.062212,24.693184,25.245358
317,25.089237,24.69128,25.200897,25.018581
318,24.89586,24.58014,25.650238,24.873764
319,25.258863,25.332905,24.426363,24.98187
320,24.95495,24.869844,25.371233,24.803976
321,25.163443,25.427624,24.33193,25.077003
322,24.93734,24.613071,25.261223,25.188366
323,24.762028,24.721926,25.57605,24.939995
324,24.754955,24.909155,25.3272,25.008688
325,24.9752,25.433683,24.611172,24.97994
326,25.053263,25.359028,24.422983,25.164722
327,24.90439,24.602398,25.548214,24.944998
328,25.187027,25.216944,24.431993,25.164038
329,24.901571,24.644608,25.551048,24.902777
330,24.863312,24.769396,25.4861,24.88119
331,25.222885,25.256443,24.6466,24.874073
332,24.853413,24.93557,25.390112,24.820904
333,24.797712,24.576698,25.581404,25.044188
334,25.11336,24.70367,25.256723,24.926247
335,25.006018,25.35783,24.537556,25.0986
336,24.743559,24.660147,25.58057,25.015726
337,24.96567,24.710585,25.413864,24.909882
338,25.214895,25.419912,24.340633,25.024551
339,25.057634,24.893896,24.784664,25.263813
340,25.200426,25.222054,24.446804,25.130716
341,24.995544,25.454395,24.527483,25.02257
342,24.964933,24.660192,25.570965,24.803919
343,25.192392,25.066133,24.62001,25.121462
344,25.16473,25.441122,24.373648,25.020494
345,25.218254,25.031693,24.67976,25.070297
346,25.074673,25.284344,24.423208,25.217777
347,24.817635,24.808434,25.537794,24.836136
348,25.036808,25.340223,24.543667,25.079308
349,24.835093,24.923258,25.433746,24.807913
350,24.81026,25.149233,25.062227,24.978275
351,25.175291,25.459978,24.329266,25.035465
352,24.887373,25.145542,24.995468,24.97162
353,24.775396,24.914906,25.414085,24.895615
354,24.771954,24.636326,25.634235,24.957485
355,25.012085,24.840672,25.246256,24.90099
356,25.217623,24.979391,24.902811,24.900171
357,25.066767,25.073874,25.135494,24.72386
358,24.928154,24.699928,25.433704,24.93822
359,25.095802,25.335861,24.448366,25.119976
360,25.122368,25.486961,24.393902,24.996761
361,25.063976,24.773117,25.350487,24.812424
362,24.958906,24.6493,25.293076,25.098717
363,25.18015,25.202227,24.51671,25.10091
364,25.17753,25.396616,24.365396,25.060453
365,25.28438,25.219887,24.581423,24.914309
366,24.912851,25.139868,25.15644,24.79084
367,24.977144,25.218483,24.867754,24.936623
368,25.08208,24.934263,25.187332,24.796324
369,24.753803,24.63993,25.558653,25.04761
370,25.11065,24.812061,25.282436,24.794851
371,25.124163,24.934517,25.126753,24.814568
372,24.896097,24.645704,25.31394,25.144264
373,25.114277,24.929852,25.151693,24.80418
374,25.108858,25.158325,24.52842,25.204395
375,25.039143,25.290276,24.47991,25.190676
376,24.822325,24.618362,25.507376,25.051937
377,25.041939,25.024458,25.080856,24.852749
378,25.067362,25.176508,25.01593,24.740198
379,24.82846,25.01722,25.321648,24.832678
380,25.141624,24.976273,25.01359,24.868517
381,25.053839,25.048607,24.666668,25.230888
382,25.253475,25.17278,24.478436,25.095308
383,25.007963,25.416576,24.541145,25.03432
384,25.080326,24.832462,24.9599,25.12732
385,25.196188,25.38119,24.586327,24.836296
386,24.82664,24.6524,25.645378,24.875582
387,24.99676,24.564072,25.43834,25.000832
388,24.831581,24.58701,25.670704,24.910713
389,25.133863,25.443386,24.431559,24.991192
390,25.0352,24.812407,25.307188,24.84521
391,24.855175,24.614746,25.658709,24.871368
392,24.771765,24.987661,25.211058,25.029512
393,25.222847,24.93164,24.74502,25.100494
394,25.019983,24.979881,25.177092,24.823044
395,24.800959,24.679861,25.63625,24.882935
396,25.05759,25.225872,24.546425,25.170115
397,24.903902,24.724913,25.557512,24.813662
398,24.809704,24.769184,25.558134,24.862982
399,25.161224,24.844479,25.156319,24.837975
400,25.18062,25.09284,24.537952,25.188593
401,25.183323,24.996,25.031265,24.789412
402,24.924973,24.563137,25.546846,24.965042
403,25.233427,24.981548,24.763302,25.021732
404,24.786156,24.740808,25.607693,24.865337
405,24.735775,24.755318,25.52887,24.980036
406,25.15094,25.392338,24.585615,24.871109
407,24.751593,24.79187,25.54118,24.915356
408,25.257502,25.152779,24.674519,24.915197
409,25.15857,25.270765,24.39647,25.174194
410,24.998817,25.211262,24.899715,24.890205
411,24.83775,25.173422,25.023056,24.96577
412,24.793028,24.890457,25.468096,24.848421
413,25.00773,24.984154,24.763256,25.244865
414,24.94891,24.773884,25.494438,24.782763
415,24.843603,24.832441,25.064629,25.259327
416,24.77175,24.896688,25.402885,24.928679
417,24.898438,24.530392,25.579062,24.992117
418,24.746483,24.682587,25.56902,25.001907
419,25.121515,25.487276,24.379349,25.011864
420,25.211308,25.13353,24.792366,24.862799
421,25.159508,25.105629,24.529081,25.205782
422,25.125763,25.249716,24.411093,25.213428
423,24.941467,25.041273,24.889027,25.128239
424,24.84766,24.661043,25.38173,25.109571
425,25.091309,25.116083,24.537485,25.255123
426,24.911594,24.961338,25.374117,24.752956
427,25.22485,25.288147,24.660133,24.826868
428,25.193626,24.805407,25.081322,24.91964
429,25.263203,25.300276,24.428514,25.008001
430,25.14217,25.040325,24.597574,25.219934
431,25.006136,25.087101,24.91551,24.991245
432,25.20408,25.353554,24.584398,24.857967
433,25.04212,24.632814,25.249847,25.075218
434,24.913645,25.251324,24.77412,25.06091
435,25.136116,25.483059,24.474209,24.906622
436,25.123919,25.329798,24.398283,25.148
437,24.908096,24.6265,25.55007,24.915337
438,25.265514,25.009998,24.698748,25.025738
439,25.26859,25.245773,24.493177,24.992456
440,24.757578,24.71287,25.575935,24.953617
441,24.852215,24.541695,25.63141,24.974676
442,24.887978,24.552956,25.577635,24.981434
443,25.17936,25.367943,24.344732,25.107971
444,25.268837,25.037708,24.75391,24.939543
445,24.80243,24.737635,25.508865,24.951073
446,25.12613,24.914322,25.125269,24.834282
447,25.131222,25.429174,24.526342,24.91326
448,24.989037,25.046295,24.867212,25.097456
449,25.002483,24.680605,25.390247,24.926666
450,24.963186,25.13105,25.15142,24.754341
451,24.976692,24.812286,25.409782,24.801249
452,24.807625,24.664495,25.65943,24.868454
453,25.19067,25.37916,24.332577,25.097603
454,24.997976,25.253025,24.973804,24.775196
455,25.142786,25.373703,24.351824,25.131691
456,24.810202,24.734093,25.585138,24.870565
457,25.133879,24.728365,25.210499,24.92726
458,24.778885,24.600033,25.56682,25.054264
459,25.20724,25.06609,24.636524,25.090145
460,25.202972,25.322437,24.46474,25.009853
461,25.00247,24.78125,25.317978,24.898304
462,24.88404,24.578024,25.509462,25.028479
463,25.160599,24.975842,25.069157,24.794405
464,25.073088,25.321892,24.51856,25.08646
465,24.95243,25.148762,25.115738,24.783064
466,24.925133,24.65694,25.46446,24.953465
467,25.222677,25.095009,24.783747,24.89856
468,25.08065,24.721619,25.066862,25.13087
469,24.762897,24.649057,25.648308,24.939737
470,25.09394,25.442024,24.352915,25.111124
471,24.973341,24.677649,25.125229,25.223776
472,25.09815,24.780287,24.963009,25.158554
473,24.885769,24.65137,25.44047,25.022394
474,24.889042,24.936493,25.369497,24.804966
475,24.800592,24.65251,25.657288,24.88961
476,24.891922,25.09686,25.207924,24.803288
477,25.030056,25.416824,24.69086,24.862251
478,24.853882,24.976244,25.075508,25.09437
479,25.131107,25.302803,24.451504,25.11459
480,25.201431,25.341505,24.63969,24.817371
481,24.770498,25.039991,25.13938,25.05013
482,24.897558,24.840906,25.428492,24.833044
483,24.863583,24.770386,25.511345,24.854681
484,24.790194,24.891308,25.449541,24.86896
485,25.137392,24.974546,25.10822,24.77984
486,25.186712,25.381104,24.47054,24.961645
487,25.06406,25.408676,24.689466,24.837795
488,25.012184,24.604029,25.290226,25.093565
489,25.050194,25.130743,24.60109,25.217974
490,25.043457,25.174168,24.551422,25.230959
491,25.044739,25.168943,25.050995,24.73532
492,24.909481,24.739382,25.388226,24.962908
493,25.090519,24.658285,25.222301,25.0289
494,24.878138,24.944258,25.051144,25.126463
495,25.027695,24.998274,25.226044,24.747986
496,25.158009,25.076399,24.55192,25.21367
497,25.03905,25.154087,24.548235,25.25863
498,25.243374,24.975863,24.911598,24.869164
499,25.237972,25.37536,24.482136,24.904537
500,24.961025,25.418293,24.589476,25.0312
501,25.056345,25.103382,25.111782,24.728493
502,24.963478,24.844862,25.086126,25.105536
503,24.861938,25.002497,24.950335,25.18523
504,25.181501,25.387064,24.440569,24.990864
505,25.03156,25.05439,25.139448,24.774605
506,25.079468,24.707874,25.210503,25.002161
507,24.844398,25.182734,25.06319,24.909678
508,24.97339,24.890972,25.391426,24.74421
509,25.156223,25.428003,24.408415,25.00736
510,25.054667,24.97829,24.796663,25.170383
511,25.020966,25.434801,24.658344,24.88589
512,25.169336,24.90683,24.740236,25.183594
513,24.911095,25.348087,24.792418,24.948397
514,25.119326,25.456629,24.389296,25.03475
515,25.151072,25.411028,24.329994,25.107912
516,24.784035,24.562935,25.655914,24.997116
517,25.011795,24.939955,24.785149,25.263096
518,24.858599,25.108852,24.847752,25.184795
519,25.174704,24.923038,25.022253,24.879997
520,24.794153,24.965271,25.362932,24.87764
521,24.825882,24.823902,25.135374,25.214846
522,25.066843,25.058115,24.649952,25.22509
523,25.144213,24.875347,24.92015,25.060284
524,24.81832,24.552021,25.68263,24.947033
525,25.008577,25.39593,24.71178,24.88371
526,25.000254,24.778513,25.158012,25.063223
527,24.995243,25.214237,25.023376,24.76714
528,24.837887,24.535984,25.547832,25.0783
529,24.864822,24.665892,25.479195,24.990095
530,24.852592,25.134083,25.112852,24.90047
531,25.011,24.828434,25.36413,24.796438
532,24.86026,24.512386,25.608019,25.019339
533,24.905863,24.723267,25.142557,25.22832
534,25.069418,25.189205,24.494425,25.246958
535,24.76725,24.616055,25.66348,24.953213
536,24.922297,24.595442,25.315535,25.166733
537,25.11623,24.826887,25.064665,24.992222
538,25.004833,25.186962,24.75185,25.056353
539,24.853521,24.602543,25.591263,24.952675
540,24.867886,25.217209,25.013622,24.901281
541,24.762716,24.863783,25.221947,25.15156
542,25.067162,25.201866,24.560564,25.170406
543,25.209665,25.390478,24.3574,25.042454
544,24.841137,24.5294,25.639217,24.990242
545,25.073013,25.035213,25.021166,24.870607
546,25.097652,24.92995,25.1511,24.821295
547,24.965462,24.85973,25.341303,24.833508
548,24.802929,25.00366,25.185394,25.008015
549,24.960646,24.92759,25.358408,24.753357
550,25.257835,25.050562,24.76241,24.929195
551,25.130173,24.775885,24.939968,25.153967
552,25.05185,25.150267,24.997932,24.799946
553,24.953848,24.612955,25.58684,24.84636
554,25.203327,24.871336,25.009554,24.915787
555,24.807148,24.648008,25.648836,24.896008
556,25.251871,25.223923,24.682703,24.841505
557,25.241943,25.343826,24.397675,25.016556
558,25.153934,25.482277,24.375261,24.98853
559,24.902042,24.76259,25.528002,24.807367
560,24.77794,24.922735,25.12537,25.173954
561,25.191616,25.076448,24.640575,25.091362
562,25.056145,24.651413,25.431469,24.860977
563,25.044233,24.644402,25.1832,25.128164
564,24.870584,25.019016,25.044235,25.066162
565,24.80668,24.721386,25.581589,24.89034
566,25.191051,25.32817,24.381287,25.09949
567,24.928574,24.569984,25.578562,24.922884
568,25.121748,25.498598,24.391348,24.988302
569,25.226433,24.94534,24.883284,24.944942
570,24.844824,24.902279,25.372025,24.880873
571,25.030617,24.892244,25.076384,25.000748
572,24.99398,25.4237,24.6804,24.901918
573,25.219969,25.414616,24.352732,25.012693
574,24.857815,24.768486,25.559326,24.814367
575,25.26581,25.224888,24.585686,24.923607
576,25.27309,25.24049,24.483198,25.003225
577,24.750294,24.766682,25.556623,24.926401
578,24.79274,24.907589,25.104948,25.194723
579,25.13738,25.022623,24.68179,25.158215
580,24.871784,24.819433,25.511196,24.797592
581,24.90423,24.620455,25.614729,24.86059
582,24.974892,24.560715,25.467852,24.996542
583,25.032398,25.165949,25.036844,24.764807
584,25.196344,25.071012,24.566925,25.165718
585,25.08902,25.291586,24.44128,25.17811
586,24.885983,24.62525,25.652622,24.836147
587,24.860691,24.631647,25.488695,25.018967
588,25.127274,25.48801,24.366465,25.018248
589,25.086168,24.684523,25.131746,25.097572
590,25.1315,25.458591,24.331654,25.078259
591,24.784336,24.73813,25.55179,24.925747
592,25.153996,25.003931,24.664755,25.177326
593,25.004557,24.689922,25.090261,25.215254
594,25.263256,25.268787,24.521902,24.94605
595,25.03405,24.640951,25.469059,24.855936
596,24.885368,24.577717,25.473394,25.06352
597,25.199505,24.930273,24.820917,25.049309
598,25.1043,24.761501,25.30007,24.834126
599,25.098503,24.933136,24.73852,25.22984
600,25.109854,25.28278,24.435997,25.171364
601,25.104036,25.321436,24.381012,25.19351
602,24.753452,24.852509,25.474194,24.919842
603,24.989786,24.555319,25.502512,24.952385
604,24.832653,24.897205,25.174654,25.09548
605,25.166555,25.471025,24.444504,24.917923
606,24.824902,24.574644,25.689919,24.910536
607,24.768806,24.820238,25.530052,24.880903
608,25.151619,24.92245,24.923546,25.002388
609,24.863665,24.566208,25.552555,25.017574
610,25.045803,24.604897,25.408005,24.941296
611,24.779173,24.701344,25.430235,25.089252
612,25.021957,24.639463,25.387922,24.950657
613,25.258572,25.355492,24.434727,24.95121
614,24.897038,25.203388,24.788204,25.111366
615,25.053164,25.306887,24.864965,24.774984
616,25.157175,25.00354,25.02105,24.818243
617,25.172493,25.465458,24.397608,24.964437
618,24.880136,24.967001,25.37865,24.774206
619,25.00667,24.806585,25.414827,24.771915
620,25.058645,24.808144,24.88181,25.251392
621,25.143242,25.262281,24.393745,25.200731
622,24.841496,24.526041,25.666874,24.965591
623,25.198359,25.029968,24.78352,24.988148
624,25.085815,24.64693,25.210932,25.056318
625,25.23029,24.927061,24.810823,25.03183
626,24.860039,24.718342,25.302505,25.119118
627,24.886683,24.700577,25.603855,24.808891
628,25.139015,25.384203,24.339216,25.137562
629,24.891989,24.702404,25.52522,24.880383
630,24.829266,24.718801,25.633188,24.81874
631,25.189457,24.775583,25.074451,24.960512
632,25.222939,25.408619,24.354256,25.014189
633,25.161882,25.183344,24.448364,25.206411
634,25.111229,24.75396,25.178333,24.956476
