,HighSchool,Graduate,College,11th,9th
60,20.113901,20.078232,19.73968,19.989386,20.078806
61,19.903215,19.909407,20.210648,20.103312,19.873413
62,19.944757,19.858572,20.248436,20.233011,19.715221
63,20.15298,19.939013,20.124056,19.76771,20.01625
64,20.048609,19.85033,20.247852,20.077606,19.7756
65,20.185524,20.078228,19.835545,19.66583,20.234877
66,20.177254,19.860046,20.158117,19.96741,19.83718
67,19.760918,20.064682,19.964283,20.263502,19.946613
68,19.898352,20.0923,19.87634,19.97565,20.157358
69,20.198553,19.958261,19.876955,20.081627,19.884602
70,19.711977,20.013506,20.116945,20.256916,19.90066
71,19.873104,19.882126,20.27524,20.225563,19.743961
72,19.85632,20.150759,19.812618,20.006811,20.17349
73,19.768255,19.994755,20.196295,20.053993,19.986708
74,20.154722,20.093414,19.72229,19.838173,20.1914
75,20.006178,19.960857,19.93504,20.292696,19.805237
76,19.712563,20.078222,20.043907,20.137123,20.028183
77,19.905111,20.010706,20.171072,19.842592,20.070518
78,19.955591,19.99834,20.168877,19.809612,20.06758
79,19.91536,20.07525,19.83332,20.206003,19.970068
80,20.080944,20.127176,19.717731,19.879158,20.19499
81,19.85596,19.906347,20.154888,20.36579,19.71701
82,19.865997,20.068914,19.874298,20.248837,19.941961
83,19.742899,19.997667,20.20369,20.110811,19.944937
84,20.30044,19.951311,19.92369,19.815815,20.008741
85,20.08554,19.872776,20.229946,19.952623,19.85911
86,19.852247,19.893852,20.20959,20.330296,19.71402
87,19.914923,20.162292,19.796417,19.86412,20.262245
88,20.059725,20.143946,19.772362,19.72689,20.297073
89,20.187555,20.089596,19.792753,19.671865,20.258226
90,19.903946,20.082443,20.050125,19.77163,20.191858
91,19.798967,20.097551,20.0415,19.88918,20.172804
92,19.84895,20.094748,20.045933,19.822628,20.187738
93,19.824478,19.90965,20.183987,20.351583,19.7303
94,19.73997,19.973057,20.1683,20.297255,19.821415
95,19.813951,19.922361,20.272371,20.137604,19.853704
96,19.99444,20.13481,19.735806,19.972614,20.162327
97,19.787405,20.10416,20.034552,19.909168,20.164711
98,19.760803,19.939528,20.228233,20.247189,19.824245
99,20.200632,20.07679,19.814972,19.660284,20.247322
100,19.85398,19.89568,20.18319,20.344677,19.722475
101,19.717829,20.074514,20.067255,20.094767,20.045639
102,19.952503,19.864914,20.249743,20.17469,19.758152
103,20.139511,20.118828,19.746803,19.725525,20.269337
104,20.119516,20.123049,19.753193,19.71924,20.285004
105,19.740862,19.959995,20.21383,20.251833,19.833483
106,20.173424,20.07351,19.860813,19.641645,20.250605
107,19.709898,20.012402,20.151749,20.212461,19.913486
108,20.060438,20.12375,19.751896,19.80307,20.260849
109,19.853731,20.015945,19.963451,20.333843,19.833035
110,20.076614,19.892008,20.22205,19.88907,19.920258
111,20.169662,19.952587,20.091455,19.73363,20.052666
112,20.171944,19.887726,20.161066,19.888569,19.890701
113,19.839546,19.982426,20.028214,20.358301,19.791512
114,20.065561,19.996643,20.100504,19.71529,20.122002
115,19.990757,19.936409,20.200565,19.873096,19.999174
116,20.219643,20.059141,19.83691,19.655521,20.22878
117,20.249125,19.936447,20.0384,19.772879,20.003145
118,20.147009,20.011644,20.014431,19.671589,20.155325
119,19.90944,19.876902,20.287727,20.158062,19.767866
120,20.088387,20.105438,19.867727,19.653934,20.284517
121,19.865602,20.157734,19.863268,19.851294,20.262102
122,20.201796,19.994995,19.989838,19.750795,20.06258
123,20.049215,19.872066,20.250242,20.00947,19.819004
124,19.910906,19.91275,20.280075,20.001081,19.895193
125,19.827572,19.899542,20.241888,20.294323,19.73667
126,19.787334,20.023432,20.073727,20.269793,19.84572
127,20.266312,20.040567,19.80608,19.733763,20.15327
128,19.745129,20.080011,19.969814,20.217342,19.987703
129,19.880503,20.15572,19.823008,19.892452,20.248323
130,20.254019,20.050634,19.791283,19.722198,20.181868
131,19.829773,19.955524,20.066444,20.380383,19.767881
132,19.899654,20.061861,19.854952,20.238676,19.944857
133,19.927475,19.882288,20.284147,20.07005,19.836033
134,20.053598,20.087837,19.747662,20.04644,20.064463
135,19.84085,20.050447,19.912415,20.28921,19.907074
136,19.92587,20.10981,19.783281,20.109207,20.071827
137,19.924397,19.861275,20.269464,20.21385,19.731016
138,19.91531,19.87089,20.206356,20.310492,19.696957
139,19.97491,20.1082,19.938343,19.694607,20.28394
140,19.907534,20.102182,20.000557,19.752474,20.237259
141,20.026247,20.058147,20.002457,19.679428,20.233725
142,19.95453,19.866724,20.246214,20.14107,19.79146
143,20.274231,19.97387,19.949549,19.716469,20.085878
144,19.757874,20.01136,20.040686,20.306625,19.883457
145,19.887278,20.013603,19.920982,20.311026,19.86711
146,20.173346,20.09626,19.766169,19.699087,20.265146
147,20.265297,19.996687,19.915455,19.681538,20.141022
148,20.016584,19.952627,20.190645,19.807077,20.033064
149,19.822914,19.934296,20.130344,20.373123,19.73932
150,19.852947,19.895914,20.29075,20.1642,19.796198
151,20.239786,20.022057,19.901503,19.68647,20.150188
152,19.842543,19.903923,20.288353,20.15436,19.810827
153,19.790577,20.114693,19.888924,20.156567,20.049234
154,19.81472,20.151583,19.883179,19.941872,20.208649
155,19.992374,20.147184,19.735527,19.905018,20.219898
156,20.176523,19.959486,20.079023,19.728712,20.05626
157,20.140291,19.95775,19.897465,20.160639,19.843855
158,19.757475,20.056074,19.976416,20.245747,19.96429
159,20.266563,19.91808,20.029335,19.824139,19.961878
160,20.04587,19.998976,20.10884,19.723177,20.12313
161,20.19628,20.044842,19.756325,19.942938,20.059616
162,20.209967,19.929697,19.94838,20.06582,19.846132
163,19.765396,20.037935,20.10217,20.05007,20.04443
164,20.250944,20.022095,19.883274,19.664219,20.179468
165,20.1432,19.97073,20.08458,19.715334,20.08616
166,19.889872,20.066803,20.07857,19.78833,20.176428
167,19.797232,19.918922,20.26019,20.20414,19.81952
168,20.285631,19.925371,19.99397,19.79841,19.996622
169,19.825092,19.910446,20.1863,20.350918,19.727253
170,20.057957,19.85025,20.243252,20.068768,19.779776
171,20.166033,20.100494,19.764816,19.701159,20.267496
172,20.070753,19.921722,20.190796,19.89927,19.917458
173,19.979311,20.119165,19.90512,19.694462,20.301933
174,20.27707,20.019156,19.838488,19.707203,20.158083
175,19.918358,19.993404,20.153847,19.842758,20.091629
176,20.059875,20.146511,19.76104,19.746367,20.28621
177,19.951124,19.888676,20.271324,20.015162,19.87371
178,19.942097,19.95204,20.233496,19.878782,19.993591
179,19.737541,19.972042,20.194668,20.222708,19.873043
180,20.298859,19.944174,19.908653,19.909557,19.938759
181,19.84536,20.086552,20.044361,19.825401,20.198332
182,20.165182,19.936604,19.931555,20.140646,19.826014
183,20.273073,20.012066,19.87555,19.698092,20.14122
184,20.114706,20.02779,19.942368,19.737976,20.177156
185,19.90575,20.104403,19.799372,20.13598,20.054491
186,19.976469,20.136261,19.768288,20.010954,20.108023
187,19.874783,20.147974,19.904709,19.8088,20.263735
188,20.217422,20.055737,19.849613,19.65102,20.226198
189,20.025251,19.996899,19.87111,20.239666,19.867073
190,19.882475,19.892954,20.296114,20.121836,19.806625
191,19.99103,20.074871,19.782932,20.139084,20.012083
192,19.78583,20.037493,19.969778,20.306652,19.900248
193,20.232477,19.8736,20.060165,20.001093,19.83267
194,20.056255,19.848547,20.211891,20.152601,19.730707
195,20.207703,20.079151,19.79841,19.690126,20.224611
196,20.008226,19.850931,20.25756,20.134773,19.748508
197,19.9356,19.97376,20.198671,19.844658,20.047314
198,20.091242,19.867468,20.1624,20.13517,19.743717
199,19.941442,19.86307,20.273281,20.140797,19.78141
200,19.985537,20.085207,19.95973,19.70037,20.269154
201,20.258247,20.030622,19.838661,19.683773,20.188692
202,19.786486,19.919844,20.251202,20.254906,19.787563
203,19.726234,19.990522,20.199669,20.172537,19.911034
204,19.728725,20.039206,20.075586,20.246956,19.909529
205,19.77201,20.065779,19.949896,20.264032,19.948288
206,19.920391,20.157442,19.771917,19.931723,20.218529
207,19.885061,19.889767,20.291489,20.148283,19.7854
208,20.086838,19.870823,20.172443,20.116972,19.752916
209,19.824808,19.919203,20.156582,20.34059,19.758823
210,19.76442,19.968002,20.126814,20.349924,19.790836
211,19.870312,20.165365,19.828527,19.895927,20.239864
212,19.77323,19.936571,20.236101,20.214222,19.83987
213,20.143297,20.046196,19.769878,20.026993,20.01363
214,19.969358,19.858875,20.23115,20.22981,19.710812
215,19.932503,19.989546,19.939707,20.320215,19.81803
216,19.989271,20.149336,19.797676,19.756498,20.30722
217,19.807432,20.148205,19.871433,19.991661,20.18127
218,20.101538,19.852636,20.214699,20.044159,19.786968
219,19.939877,19.881693,20.291409,20.061451,19.825575
220,19.866947,19.905386,20.294615,20.09973,19.833328
221,20.19827,20.085938,19.789555,19.681858,20.244379
222,20.244913,19.910332,20.056149,19.800558,19.988049
223,19.71048,20.06157,20.05908,20.194649,19.974222
224,20.083456,20.101751,19.858746,19.65258,20.303478
225,19.994833,19.972069,19.939323,20.288736,19.805042
226,20.219072,19.988878,19.963491,19.675312,20.153246
227,20.106222,20.075531,19.91705,19.636354,20.26484
228,20.126842,20.109335,19.812963,19.658998,20.291853
229,19.830795,20.149422,19.878902,19.911516,20.229364
230,19.883589,19.882372,20.291729,20.154678,19.787636
231,19.962515,19.892239,20.09593,20.339954,19.70936
232,19.794374,19.924915,20.191235,20.341068,19.748402
233,19.90408,20.16064,19.793365,19.89775,20.244165
234,19.715313,20.067549,20.083992,20.103472,20.02967
235,19.864265,20.025625,19.930914,20.313566,19.865631
236,20.152122,20.007898,19.807674,20.082613,19.949692
237,20.217487,20.059044,19.816767,19.669264,20.237442
238,20.075672,19.904688,20.212368,19.859926,19.947348
239,20.107683,20.054562,19.960333,19.640633,20.23678
240,19.865881,19.98011,20.22737,19.9398,19.986843
241,20.152319,19.869081,20.133194,20.071705,19.773705
242,19.8999,20.166254,19.798393,19.89524,20.240206
243,19.791565,20.060848,19.936672,20.274546,19.93637
244,20.285984,19.98132,19.864101,19.85379,20.0148
245,19.938814,20.151197,19.854824,19.755386,20.299772
246,20.203608,19.944773,19.926275,20.06864,19.856705
247,19.877447,20.091223,20.03696,19.788057,20.206316
248,19.81876,19.913877,20.237558,20.214611,19.815205
249,20.255106,20.031939,19.85074,19.672169,20.190042
250,20.162926,19.976078,20.059145,19.698872,20.102978
251,20.159443,19.931297,20.127773,19.770075,20.011414
252,20.117542,19.852903,20.197292,20.050941,19.781324
253,19.866287,20.009735,19.944994,20.330336,19.848646
254,19.822115,20.141584,19.845339,20.063488,20.127468
255,19.750578,19.957172,20.169725,20.322262,19.800259
256,19.872145,19.88361,20.200928,20.318611,19.724699
257,19.963863,20.13639,19.747028,19.988451,20.16427
258,19.98438,20.109842,19.92607,19.687103,20.292603
259,19.970882,20.154076,19.748268,19.887371,20.239403
260,20.148504,20.112103,19.768871,19.692547,20.277977
261,19.71091,20.035059,20.079254,20.252773,19.922
262,19.910528,20.131033,19.930897,19.751007,20.276539
263,20.220877,19.884787,20.062498,20.007172,19.824673
264,20.170916,19.887491,20.070583,20.089336,19.781668
265,20.123697,19.883434,20.04793,20.198597,19.74634
266,19.814915,19.905972,20.264067,20.252552,19.762503
267,19.860855,19.88649,20.280802,20.2135,19.75835
268,19.896866,20.158808,19.85311,19.81689,20.274324
269,20.166523,20.106243,19.735588,19.770004,20.221645
270,19.892893,19.870234,20.230207,20.284876,19.721785
271,19.718603,20.010017,20.171577,20.184103,19.915695
272,19.857336,19.894812,20.29013,20.153856,19.803865
273,20.212759,19.95052,19.981375,19.78685,20.0685
274,19.861343,20.152897,19.814981,19.975613,20.195168
275,19.939314,19.874153,20.289385,20.105045,19.792099
276,19.92034,19.867743,20.268593,20.210905,19.732416
277,20.265688,19.90425,19.991129,19.907785,19.931149
278,20.203815,20.088062,19.762268,19.733774,20.212086
279,20.062767,20.046844,19.802998,20.12764,19.95975
280,20.234303,20.017683,19.782648,19.930803,20.034569
281,20.270924,19.929882,20.012266,19.76816,20.018772
282,19.765572,19.99824,20.058485,20.346632,19.831068
283,19.743837,20.020102,20.176569,20.05655,20.002947
284,20.082287,20.115274,19.72053,19.927038,20.154882
285,20.10742,20.039824,19.808722,19.938017,20.106018
286,19.947002,19.876684,20.283255,20.105808,19.787249
287,19.874426,20.009773,19.940788,20.263273,19.911737
288,19.973295,19.948103,20.227121,19.864573,19.986914
289,19.907434,20.152834,19.775518,19.971857,20.192354
290,19.868534,19.96944,20.012709,20.367905,19.781404
291,19.999773,20.156105,19.78489,19.75578,20.303455
292,19.924679,19.865366,20.216747,20.291784,19.701424
293,20.090958,20.110521,19.85022,19.654812,20.293491
294,19.851309,19.884428,20.267145,20.250011,19.747116
295,19.806845,20.025167,19.974957,20.328835,19.86419
296,19.709385,20.04121,20.1148,20.147627,19.986982
297,20.22852,20.056734,19.831831,19.665268,20.217651
298,19.779406,19.965218,20.100454,20.338743,19.816181
299,20.198017,19.912569,20.06961,19.8229,19.996897
300,20.013962,20.15118,19.786835,19.740696,20.307323
301,20.22129,20.015535,19.93668,19.667282,20.159206
302,19.763306,20.038893,19.995533,20.305363,19.896912
303,19.829311,19.906017,20.283388,20.168037,19.813244
304,19.882734,19.878807,20.237892,20.289244,19.71132
305,19.794397,19.93586,20.2351,20.172543,19.862104
306,20.249996,20.030638,19.866905,19.707066,20.1454
307,19.72635,20.090246,19.989706,20.163225,20.030468
308,20.223671,19.974241,19.896925,19.99574,19.909426
309,19.892057,20.044125,19.878275,20.267801,19.917746
310,19.817797,19.915598,20.281548,20.16019,19.824873
311,20.117779,19.855474,20.210585,19.994627,19.821527
312,20.133493,19.856102,20.159933,20.08745,19.763023
313,20.001589,19.932583,19.98378,20.310474,19.771572
314,19.706383,20.036108,20.118086,20.175673,19.963753
315,19.980549,20.116772,19.876575,19.72929,20.296818
316,20.123957,20.12473,19.728838,19.773817,20.248655
317,19.926523,19.860603,20.22512,20.281889,19.705864
318,19.777138,20.128021,19.928734,20.002613,20.163494
319,19.892426,19.877304,20.287247,20.177975,19.765047
320,20.20478,20.085032,19.753054,19.730764,20.226366
321,19.921007,20.080713,20.00989,19.751667,20.236725
322,19.952547,20.033684,20.034155,19.826382,20.153236
323,20.06111,19.914337,20.215975,19.857773,19.950806
324,19.944326,20.166607,19.792233,19.808416,20.288416
325,20.13549,19.848158,20.175995,20.066462,19.773891
326,20.159538,19.911531,19.957285,20.16394,19.80771
327,19.80019,19.980844,20.23208,20.014547,19.972342
328,20.24138,19.90245,20.043585,19.942612,19.869965
329,19.810736,19.921707,20.171604,20.358711,19.737246
330,20.229126,19.899597,20.09546,19.854416,19.921396
331,20.222109,20.074745,19.762556,19.727419,20.213173
332,19.904552,20.147614,19.896643,19.771652,20.279535
333,20.028528,19.864235,20.161287,20.241915,19.704035
334,19.879372,19.888279,20.176163,20.328785,19.727404
335,19.796755,20.09518,19.894758,20.20326,20.010046
336,20.267572,19.980078,19.94676,19.697468,20.108122
337,19.814283,19.971766,20.049875,20.339437,19.824635
338,19.9311,19.865885,20.276701,20.181974,19.744339
339,20.0314,20.068302,19.77237,20.113045,20.014883
340,19.844896,19.910444,20.160515,20.364489,19.719652
341,19.833025,19.90537,20.200666,20.338388,19.722553
342,19.79245,20.135181,19.962397,19.917912,20.192068
343,20.157951,20.111473,19.740225,19.741713,20.248627
344,20.012527,20.151539,19.800858,19.73017,20.304913
345,19.813774,19.901976,20.25492,20.268208,19.761126
346,20.048237,20.059872,19.994617,19.664091,20.23318
347,19.982252,19.862734,20.163532,20.282974,19.708508
348,20.122551,20.093634,19.721825,19.932085,20.129904
349,19.806654,20.122337,19.86544,20.133326,20.072247
350,19.894474,19.873234,20.238453,20.285498,19.708338
351,20.26386,19.934235,20.024017,19.780607,19.99728
352,19.705103,20.045467,20.104595,20.17395,19.97088
353,19.982075,20.155355,19.743256,19.895237,20.224081
354,20.082144,19.887815,20.049433,20.246485,19.734116
355,19.786423,19.99679,20.035887,20.354084,19.82682
356,19.83578,20.161669,19.863487,19.915829,20.22323
357,19.767426,20.07995,19.93768,20.201483,20.013462
358,20.095877,19.847038,20.179844,20.14166,19.735588
359,19.89349,19.991405,19.951057,20.333984,19.830063
360,19.901625,20.140888,19.911285,19.763803,20.282408
361,19.739923,19.961088,20.209923,20.240965,19.848099
362,20.034409,19.848515,20.247963,20.113918,19.755196
363,20.238914,19.973074,19.991554,19.691883,20.104576
364,20.075712,20.13638,19.761131,19.727375,20.299404
365,19.792063,19.969109,20.249712,20.061102,19.928019
366,19.743032,20.08508,20.072628,20.006922,20.092344
367,20.066483,19.845766,20.232904,20.078566,19.77629
368,20.15717,20.086021,19.721798,19.889482,20.145527
369,19.879885,19.878296,20.284462,20.197039,19.760319
370,20.245153,19.885965,20.016012,20.009563,19.843302
371,20.276917,19.989141,19.910782,19.695911,20.127256
372,19.896008,20.161482,19.79008,19.93572,20.216715
373,20.059387,20.144388,19.758017,19.743973,20.294237
374,20.130564,20.123907,19.746212,19.750286,20.249023
375,19.822224,20.158895,19.878279,19.948341,20.192265
376,20.226421,20.057053,19.747158,19.8288,20.140566
377,20.203846,20.011312,19.80555,20.005362,19.973928
378,19.72792,20.035017,20.042068,20.27587,19.919128
379,20.030325,19.869413,20.263803,20.005882,19.830578
380,20.17324,19.86233,20.15747,19.982714,19.824251
381,20.034513,20.149284,19.746065,19.78853,20.281599
382,20.022776,19.859495,20.149916,20.268068,19.699745
383,19.863459,19.903437,20.237444,20.153881,19.841782
384,20.136478,20.116093,19.721422,19.798464,20.227543
385,20.23964,19.934317,20.036428,19.743452,20.046165
386,20.212051,20.073309,19.75256,19.820572,20.141502
387,20.030571,19.849945,20.213257,20.130077,19.776146
388,20.04169,20.094534,19.935087,19.675512,20.253172
389,19.750868,19.991493,20.126232,20.307203,19.824202
390,20.096785,19.915155,20.192043,19.829052,19.96696
391,20.07639,20.134247,19.75271,19.74555,20.291107
392,19.924162,19.958529,20.221489,19.880438,20.015375
393,19.925589,20.156033,19.787209,19.873241,20.25793
394,20.223839,20.055782,19.750183,19.85194,20.118252
395,19.890034,20.12785,19.904087,19.811218,20.266815
396,20.274384,19.921015,19.962364,19.94981,19.892424
397,20.124454,20.1151,19.770023,19.699228,20.291191
398,19.87917,19.87231,20.252926,20.268864,19.726727
399,20.06713,20.112019,19.723995,19.956053,20.140802
400,20.289217,19.991272,19.832985,19.848013,20.038515
401,20.029032,20.060728,19.781164,20.132122,19.996962
402,19.841736,19.909914,20.160719,20.364115,19.723515
403,20.02694,20.07014,19.952879,19.690857,20.259178
404,20.037764,19.883423,20.25328,19.971657,19.853872
405,19.897163,20.114773,19.979496,19.760132,20.248447
406,19.940418,20.118822,19.878181,19.786627,20.275948
407,20.178192,19.973269,20.051382,19.701088,20.096075
408,19.853554,20.147995,19.940872,19.822958,20.23462
409,19.918978,20.101604,19.7997,20.141878,20.037846
410,20.152971,20.114136,19.734749,19.773983,20.224157
411,19.881115,20.159216,19.79581,19.976229,20.18762
412,20.052874,20.037794,19.80769,20.153486,19.948153
413,19.997725,19.944658,20.20361,19.833805,20.0202
414,19.86103,19.88076,20.251715,20.252558,19.753948
415,20.0015,20.156721,19.756569,19.803713,20.281502
416,20.166067,20.02246,19.784039,20.038406,19.989023
417,20.022255,20.136454,19.751207,19.830166,20.259914
418,19.843859,19.975449,20.241251,19.972778,19.966661
419,20.208313,20.059137,19.74455,19.878857,20.109148
420,20.194145,19.898705,20.00075,20.107458,19.798943
421,19.980648,19.8772,20.280018,20.024605,19.837536
422,20.285625,19.948013,19.965366,19.7491,20.051895
423,20.013638,19.887981,20.225534,20.106112,19.766735
424,20.147863,20.103603,19.723383,19.850565,20.174591
425,19.878405,19.958586,20.23683,19.937937,19.988243
426,19.716686,20.02367,20.080338,20.276003,19.90331
427,20.063284,20.141253,19.726446,19.815193,20.253824
428,19.961428,19.881336,20.279594,20.03064,19.847004
429,19.83396,20.011381,19.966503,20.300758,19.887398
430,19.74402,19.972174,20.188162,20.205711,19.889933
431,19.75758,19.971327,20.231243,20.126944,19.91291
432,19.862225,19.960012,20.034992,20.372313,19.77046
433,19.746595,20.116669,19.946978,20.105036,20.084723
434,20.144447,20.109226,19.778244,19.682833,20.285255
435,19.792057,19.933891,20.166954,20.354841,19.75226
436,19.814554,20.132063,19.851225,20.094286,20.10788
437,20.116026,20.06257,19.74816,20.020756,20.052488
438,20.187654,20.09328,19.734257,19.77553,20.209274
439,20.051075,20.103207,19.81865,19.764187,20.262878
440,19.906914,19.875168,20.187511,20.320948,19.709463
441,19.773058,19.930244,20.22223,20.280548,19.793915
442,20.052263,19.845144,20.227966,20.12905,19.745573
443,19.78395,20.067562,20.076046,19.956192,20.116243
444,20.24561,20.021084,19.881647,19.660698,20.190954
445,19.837118,20.002409,20.202091,19.927258,20.031126
446,19.805258,20.108318,19.878868,20.164858,20.042698
447,19.813534,19.906939,20.217224,20.324194,19.738106
448,20.1958,19.865232,20.102547,20.038235,19.79818
449,20.087969,20.136257,19.739012,19.75929,20.277473
450,20.059446,19.86496,20.188622,20.152975,19.734003
451,19.987623,19.948503,19.972929,20.316332,19.774612
452,19.879614,20.022627,19.916441,20.298185,19.883133
453,20.168772,20.08031,19.796415,19.692348,20.262152
454,19.92771,20.12591,19.771034,20.061989,20.11335
455,20.07952,19.898872,20.0966,20.173458,19.751545
456,20.199078,19.882908,20.12609,19.931534,19.86039
457,19.816008,19.943102,20.102495,20.373756,19.76464
458,20.224434,19.881708,20.107773,19.893745,19.89234
459,19.832432,20.058125,20.10319,19.859716,20.146538
460,20.141106,20.098064,19.83483,19.659006,20.266993
461,20.08886,20.10241,19.859077,19.648338,20.301311
462,20.08301,19.863216,20.22971,20.017014,19.807049
463,20.096268,20.078125,19.914896,19.638882,20.271822
464,20.227291,19.978065,19.860142,19.999151,19.935347
465,20.075699,20.111898,19.720884,19.946423,20.145107
466,19.8566,19.93335,20.09239,20.379145,19.738516
467,20.187738,20.039581,19.778429,19.97648,20.01777
468,20.14425,20.113602,19.733711,19.754158,20.254276
469,19.90163,19.888124,20.15452,20.327765,19.727968
470,19.736301,20.082035,19.994421,20.14426,20.042986
471,20.00589,20.150219,19.734402,19.870987,20.238506
472,20.09602,20.136232,19.751068,19.733494,20.283184
473,20.006378,19.928438,20.22772,19.900974,19.936493
474,20.11082,19.921959,19.951395,20.205448,19.810373
475,20.13734,20.096031,19.835587,19.644287,20.286755
476,20.222229,20.075731,19.768642,19.737602,20.195795
477,19.727327,20.02904,20.0543,20.285753,19.903576
478,20.172913,19.875967,20.16474,19.92604,19.860348
479,20.287994,19.971085,19.847403,19.885662,20.007858
480,19.788113,19.963776,20.214521,20.101337,19.932247
481,20.228176,20.064304,19.759645,19.765095,20.182783
482,20.181376,19.916222,20.125984,19.792328,19.984087
483,19.846754,19.887905,20.272833,20.2367,19.75581
484,19.9184,19.90094,20.28347,20.02159,19.8756
485,19.730825,20.100376,19.981613,20.117533,20.069656
486,20.239422,20.058292,19.759718,19.793747,20.148817
487,19.9991,19.970781,19.924562,20.29036,19.815197
488,19.76159,20.01099,20.037327,20.31833,19.871756
489,20.05754,20.128298,19.807835,19.690704,20.315622
490,19.790169,20.133362,19.878345,20.079123,20.119005
491,19.718952,20.014404,20.096537,20.287937,19.882166
492,20.187702,20.07419,19.84115,19.646406,20.250542
493,20.074465,19.866535,20.108181,20.22468,19.726141
494,20.06608,19.99476,20.104845,19.726145,20.10817
495,19.944677,19.926064,20.062841,20.334953,19.731464
496,19.842165,19.947733,20.066343,20.374159,19.769602
497,20.188976,20.085611,19.808172,19.665983,20.251255
498,20.110306,20.12185,19.728249,19.861897,20.177698
499,20.047403,20.063478,19.778315,20.0449,20.065905
500,20.223162,20.067152,19.808811,19.673975,20.226904
501,19.824203,20.131124,19.847927,20.10776,20.088991
502,19.83183,20.106419,20.008217,19.83969,20.213848
503,19.8999,19.886326,20.170898,20.344494,19.698374
504,19.992157,20.106379,19.903906,19.703222,20.294342
505,20.001469,19.86039,20.272085,20.082926,19.783133
506,19.797192,20.14513,19.916454,19.942337,20.19888
507,20.155907,20.109802,19.733318,19.790203,20.210766
508,19.773623,20.035664,20.174921,20.030159,19.985632
509,19.931252,20.141253,19.761362,19.997677,20.168455
510,19.935616,20.093761,19.793352,20.14315,20.034119
511,20.108206,20.131659,19.754023,19.724243,20.281874
512,20.168041,20.08866,19.7285,19.867994,20.146803
513,20.076416,20.116844,19.84519,19.659801,20.30174
514,19.72529,20.032232,20.061914,20.256147,19.924425
515,20.29922,19.986012,19.85356,19.809235,20.05198
516,19.851748,19.887669,20.279552,20.217333,19.7637
