,0,1,2,3,4,5,6,7
235,0,1,1,0,1,1,1,0
236,1,1,0,0,1,0,1,1
237,1,1,1,0,1,0,1,0
238,1,0,0,0,0,1,0,0
239,1,0,0,0,0,1,0,1
240,1,0,0,0,0,1,0,1
241,1,1,0,0,1,0,1,0
242,1,1,0,1,1,1,1,0
243,1,0,0,0,1,0,1,1
244,1,1,0,0,1,0,1,0
245,1,0,0,0,0,1,0,1
246,0,0,1,0,0,1,0,0
247,1,1,0,0,1,0,1,0
248,1,1,0,0,1,1,1,1
249,1,1,0,0,1,0,1,0
250,0,0,0,0,0,1,0,1
251,1,1,1,0,1,0,1,0
252,1,0,0,0,0,1,0,1
253,1,0,1,0,0,1,0,1
254,1,1,0,0,1,0,1,1
255,1,0,0,0,1,1,1,1
256,1,1,0,0,0,1,0,1
257,1,1,1,1,0,0,1,0
258,1,1,0,0,1,0,1,0
259,0,0,0,1,0,1,1,1
260,1,0,0,0,1,0,1,0
261,0,1,0,0,1,0,0,1
262,0,1,0,0,1,1,1,0
263,1,0,0,0,1,1,1,0
264,1,1,1,0,1,0,1,0
265,1,1,1,0,1,1,1,0
266,1,0,0,0,0,1,0,1
267,1,1,0,0,1,0,0,0
268,0,0,0,0,0,1,0,0
269,1,0,0,0,0,0,0,0
270,1,0,0,0,1,1,1,0
271,1,0,0,0,0,1,0,1
272,1,0,0,0,0,0,0,1
273,0,0,0,1,1,0,1,0
274,1,0,1,0,1,1,1,1
275,0,1,0,0,1,0,1,0
276,1,0,0,0,0,1,0,0
277,1,1,0,0,0,1,1,0
278,1,1,1,0,1,0,0,1
279,1,1,0,0,1,0,1,0
280,1,1,0,0,1,1,0,1
281,1,1,1,1,1,0,1,0
282,1,1,0,0,1,0,1,0
283,1,1,0,0,1,0,1,0
284,1,0,0,0,0,1,0,0
285,1,0,0,0,1,1,1,0
286,1,1,0,0,1,0,1,0
287,1,0,0,0,0,1,0,1
288,1,0,0,0,0,1,0,1
289,1,0,1,0,0,1,0,1
290,1,1,0,0,1,0,1,0
291,1,1,0,0,0,1,0,1
292,1,1,0,0,1,0,1,0
293,1,0,0,0,0,1,0,1
294,1,1,1,0,0,1,0,1
295,1,1,0,0,1,0,1,0
296,0,1,0,0,0,1,0,1
297,1,0,1,0,1,1,0,1
298,1,1,0,0,0,1,0,1
299,1,1,0,0,0,0,0,1
300,1,1,0,0,0,0,1,0
301,1,1,1,0,1,0,1,0
302,1,1,0,1,1,0,1,1
303,1,0,0,0,0,1,0,1
304,1,0,0,1,0,1,0,0
305,0,1,0,1,1,0,1,1
306,1,0,0,0,0,0,0,1
307,1,1,0,0,1,0,1,0
308,1,0,0,0,0,1,1,1
309,1,1,0,0,0,1,0,1
310,1,0,0,1,0,0,0,1
311,1,1,0,0,1,0,0,0
312,1,0,0,0,0,0,0,1
313,0,0,0,0,0,1,0,0
314,0,0,0,0,0,0,0,1
315,1,0,0,0,0,0,1,1
316,1,1,0,0,0,0,1,0
317,1,0,0,0,0,1,0,1
318,0,1,0,1,1,1,1,0
319,0,1,0,0,1,0,1,0
320,0,1,0,0,0,1,0,0
321,1,0,0,0,0,1,0,1
322,1,0,1,0,1,1,1,1
323,1,0,1,0,0,1,0,1
324,1,1,0,1,1,0,1,0
325,0,0,0,0,0,1,0,0
326,1,1,0,0,0,1,0,1
327,0,0,0,0,0,1,0,1
328,1,1,1,0,1,0,1,0
329,1,1,0,1,1,0,1,1
330,1,0,1,1,0,1,0,1
331,1,1,0,1,1,0,1,0
332,1,0,0,0,0,1,1,1
333,1,0,0,0,0,1,0,1
334,0,0,0,0,0,0,0,1
335,1,1,0,0,1,0,0,0
336,1,1,0,0,1,0,1,0
337,1,1,0,0,0,0,1,0
338,1,1,0,0,1,0,1,0
339,1,0,0,0,0,1,0,1
340,1,1,1,0,1,0,0,0
341,1,0,0,0,0,1,0,1
342,1,1,0,1,0,0,1,0
343,1,0,0,0,0,0,1,0
344,1,0,0,0,0,0,1,0
345,1,0,0,0,1,1,0,1
346,1,1,0,1,1,0,1,0
347,1,0,1,0,0,1,1,1
348,1,0,0,0,0,1,0,1
349,1,1,0,0,1,1,1,0
350,1,0,0,0,1,0,1,0
351,1,1,0,0,1,0,1,0
352,1,1,0,0,1,1,1,0
353,1,0,0,0,0,1,0,0
354,1,1,0,0,1,0,0,0
355,1,1,0,0,0,0,1,0
356,1,0,0,0,0,1,1,1
357,0,1,1,0,1,0,1,0
358,1,0,0,0,0,1,0,1
359,1,0,1,0,1,0,1,0
360,1,0,0,0,0,1,0,1
361,1,1,0,0,1,0,1,0
362,1,1,0,0,1,0,1,0
363,1,1,0,0,1,1,1,0
364,1,0,0,0,1,0,0,1
365,1,1,0,0,1,0,1,1
366,0,0,0,0,0,1,0,0
367,1,1,0,0,0,1,0,1
368,1,0,0,0,0,1,0,1
369,1,1,0,0,1,0,1,0
370,1,0,0,0,0,1,0,1
371,1,1,0,0,1,0,1,0
372,1,1,0,0,1,1,1,1
373,0,0,0,0,1,1,0,1
374,1,1,0,0,1,0,1,0
375,1,0,0,0,1,1,0,1
376,1,0,0,0,0,1,0,1
377,1,0,0,0,0,1,0,1
378,1,0,0,0,0,1,0,1
379,1,0,0,0,1,1,0,0
380,1,0,0,0,0,1,0,1
381,1,0,0,0,0,1,0,1
382,1,0,0,0,0,1,0,0
383,1,0,0,0,1,0,1,1
384,1,1,0,0,1,0,1,0
385,1,0,0,0,0,1,0,1
386,1,1,0,0,1,1,0,1
387,1,1,0,0,1,0,1,1
388,1,1,0,0,0,1,0,1
389,1,0,0,0,0,1,1,1
390,1,0,1,0,0,1,0,1
391,1,0,0,0,0,1,0,1
392,1,1,0,0,1,0,1,0
393,1,0,1,0,0,1,0,1
394,0,0,1,0,0,1,0,1
395,0,0,0,0,0,1,0,1
396,1,1,1,1,1,0,0,0
397,1,0,0,0,0,1,0,0
398,1,1,0,0,1,0,1,1
399,1,1,0,0,0,0,1,0
400,1,1,0,0,1,1,1,0
401,0,1,0,1,0,0,1,1
402,1,1,0,0,0,0,1,0
403,1,1,0,0,1,0,1,0
404,1,0,0,0,0,1,0,1
405,1,0,0,1,0,0,0,1
406,0,0,0,0,0,1,1,1
407,1,1,0,0,1,0,1,0
408,1,0,0,0,1,1,0,1
409,0,1,1,0,1,0,1,0
410,1,0,1,0,0,1,0,1
411,1,1,0,0,0,0,1,0
412,1,0,0,0,1,0,1,0
413,1,1,0,0,1,0,1,0
414,1,1,0,0,1,1,1,0
415,1,1,1,0,0,0,1,0
416,1,0,0,0,0,1,1,1
417,1,0,0,0,1,0,1,0
418,1,0,0,0,1,1,1,1
419,0,1,0,0,0,0,0,1
420,0,0,0,0,0,1,0,1
421,1,0,1,0,1,0,0,0
422,1,1,0,0,1,0,1,1
423,1,1,0,1,1,0,1,0
424,1,1,0,0,1,0,1,0
425,1,1,0,0,1,0,1,0
426,0,0,0,1,0,1,0,0
427,1,1,0,0,1,1,0,0
428,0,0,1,0,0,1,0,1
429,1,1,0,0,1,0,1,0
430,1,0,0,0,0,1,0,1
431,1,0,0,0,0,1,1,1
432,1,1,0,0,1,1,1,0
433,1,0,0,0,1,0,0,0
434,1,1,0,0,0,0,0,0
435,1,1,0,1,0,0,1,0
436,1,1,0,1,1,0,1,0
437,1,1,0,0,1,1,0,0
438,1,1,0,0,0,1,0,1
439,1,0,1,0,1,0,0,1
440,1,1,0,1,1,0,1,0
441,1,0,0,0,0,0,0,0
442,1,0,0,0,0,1,0,0
443,1,0,0,0,0,1,0,1
444,1,1,0,0,0,0,0,0
445,1,0,0,0,1,0,1,1
446,0,1,0,0,1,0,0,1
447,0,0,0,1,0,0,0,0
448,1,0,1,0,0,1,1,1
449,1,1,0,1,0,0,1,1
450,1,1,1,1,1,1,1,0
451,1,0,0,0,0,1,0,1
452,1,0,0,0,1,0,0,0
453,0,0,0,0,0,1,0,1
454,1,1,0,1,1,1,1,0
455,1,0,0,1,0,1,0,0
456,1,0,0,0,1,1,0,1
457,1,0,0,1,1,0,1,0
458,1,1,0,0,1,0,1,0
459,1,1,0,0,1,0,1,0
460,1,1,0,0,1,0,1,0
461,0,0,0,0,0,1,1,1
462,1,1,0,0,1,0,1,1
463,1,1,0,0,0,0,0,1
464,0,1,1,0,1,0,1,0
465,1,0,0,0,1,0,1,0
466,1,1,0,0,1,1,1,0
467,1,0,0,1,0,1,0,0
468,1,1,0,0,1,0,1,1
469,1,0,0,0,0,1,0,1
470,1,0,0,0,0,0,0,1
471,1,0,0,0,1,1,0,1
472,0,0,0,0,0,1,0,1
473,1,1,0,0,1,1,1,1
474,1,1,0,1,1,0,1,0
475,1,0,0,1,0,0,0,1
476,0,0,0,0,0,1,0,1
477,1,1,0,0,0,0,1,0
478,1,0,0,0,1,0,0,0
479,1,0,0,1,1,0,1,1
480,0,0,0,0,0,1,0,0
481,0,0,0,0,0,1,0,1
482,1,1,0,1,0,1,0,1
483,1,1,0,0,0,1,1,1
484,1,0,0,1,0,1,0,1
485,1,1,0,0,1,0,1,0
486,1,0,0,1,0,0,1,1
487,1,1,0,0,1,0,1,0
488,1,1,0,0,0,1,0,1
489,0,0,0,0,0,1,0,1
490,0,0,0,0,0,1,0,0
491,1,1,0,0,1,0,1,1
492,1,0,0,0,0,0,0,1
493,1,0,1,0,0,1,1,1
494,1,0,0,0,0,1,0,1
495,1,1,0,0,1,0,1,0
496,1,1,0,0,1,0,0,0
497,1,1,1,0,0,0,1,0
498,0,1,1,0,1,0,1,0
499,0,1,1,1,1,1,1,0
500,1,0,0,0,0,0,0,1
501,1,0,0,0,0,1,0,0
502,1,1,1,0,0,0,1,0
503,0,0,0,0,1,1,1,1
504,1,1,0,0,1,0,0,0
505,1,1,1,0,1,0,1,0
506,1,1,0,1,1,0,1,0
507,1,1,0,0,0,0,1,0
508,0,1,1,0,1,0,1,0
509,1,1,0,1,1,0,1,0
510,1,1,0,0,0,1,0,1
511,0,1,0,0,1,0,1,0
512,0,1,0,1,1,0,1,0
513,1,0,0,0,0,1,0,1
514,0,1,0,0,0,1,0,1
515,1,0,0,0,1,1,0,1
516,1,0,1,0,1,1,0,0
517,1,0,0,1,0,1,1,0
518,1,0,1,0,0,0,0,0
519,1,0,0,0,0,0,0,0
520,1,1,0,0,0,1,0,1
521,1,0,0,0,0,1,0,1
522,1,1,0,0,0,1,0,1
523,1,1,0,0,1,0,1,0
524,0,1,0,0,1,0,0,0
525,1,0,0,0,1,0,1,0
526,1,1,0,0,1,0,1,0
527,1,0,0,0,0,1,0,1
528,1,0,0,0,0,1,0,1
529,0,0,0,0,0,1,0,1
530,1,0,0,0,0,0,1,0
531,1,0,0,0,0,1,0,1
532,1,1,0,0,1,0,1,0
533,1,0,0,0,0,1,0,1
534,1,1,0,0,0,1,0,0
535,0,0,0,0,0,1,1,1
536,1,0,0,0,0,1,0,1
537,1,1,1,0,1,0,1,0
538,1,1,1,0,0,1,0,1
539,1,1,0,0,0,1,0,1
540,0,0,0,0,1,1,0,0
541,1,0,0,0,0,1,0,1
542,1,0,0,0,1,0,1,0
543,1,1,0,0,1,0,1,0
544,1,1,0,0,1,0,0,1
545,0,0,0,1,1,0,0,1
546,1,0,0,0,0,1,0,1
547,1,0,0,0,0,1,0,1
548,1,1,1,1,1,0,1,0
549,1,0,0,0,0,1,0,0
550,1,1,0,1,0,1,0,1
551,1,0,1,1,0,0,0,1
552,1,1,0,0,1,0,0,0
553,1,1,0,0,1,0,1,1
554,1,1,0,0,1,0,1,0
555,1,1,1,0,1,0,1,0
556,1,1,0,0,1,0,1,0
557,1,1,0,1,1,0,1,1
558,1,0,0,0,0,1,0,0
559,1,1,0,1,1,0,1,0
560,1,1,0,1,1,1,1,0
561,1,1,0,0,1,0,1,0
562,0,1,0,0,1,0,1,0
563,0,0,0,0,0,1,0,0
564,1,1,0,0,1,0,1,1
565,1,1,0,0,1,0,1,1
566,1,1,0,0,0,1,1,0
567,1,0,1,0,0,1,0,1
568,1,0,1,0,0,1,0,1
569,1,0,0,1,0,1,0,1
570,1,0,0,0,0,1,0,1
571,1,0,0,0,1,0,0,1
572,1,1,0,0,1,0,1,0
573,0,1,0,0,0,1,0,1
574,1,1,0,0,1,1,1,0
575,1,0,0,0,0,1,0,1
576,0,0,0,0,1,1,1,1
577,1,0,0,1,1,1,0,1
578,1,1,0,0,1,0,1,0
579,1,1,0,0,1,0,1,0
580,1,0,0,0,1,1,0,1
581,1,1,0,0,1,1,1,0
582,1,1,0,1,1,0,0,0
583,1,1,0,0,1,0,1,0
584,1,0,0,0,1,0,1,0
585,1,1,1,0,1,0,1,0
586,1,0,0,0,0,1,0,1
587,1,1,0,0,1,0,1,0
588,1,0,0,0,0,1,0,1
589,0,1,0,0,1,0,1,0
590,1,0,0,1,1,1,1,0
591,1,0,0,0,0,1,1,1
592,1,1,0,0,0,0,1,0
593,1,1,0,0,1,0,1,1
594,1,0,0,0,0,0,0,1
595,1,0,0,0,1,1,0,1
596,0,1,0,0,1,0,1,0
597,1,0,0,0,0,1,0,1
598,1,1,0,0,1,1,1,0
599,1,0,0,0,0,1,0,1
600,1,1,1,0,1,0,1,0
601,1,1,0,0,1,0,0,0
602,1,0,0,1,0,1,0,1
603,1,0,0,1,0,1,0,1
604,0,0,0,1,1,0,0,0
605,1,0,0,1,0,1,0,1
606,1,0,1,0,0,1,0,1
607,0,0,0,0,0,1,0,1
608,1,1,0,0,1,0,0,0
609,1,0,0,0,1,0,1,0
610,1,1,1,0,0,1,0,0
611,1,1,0,0,1,0,1,0
612,1,0,0,0,0,1,0,1
613,1,0,0,1,0,1,0,1
614,0,0,0,0,1,0,0,1
615,1,0,0,0,1,1,1,0
616,1,1,0,1,1,0,1,0
617,1,0,0,0,0,1,0,0
618,0,0,0,0,0,0,0,1
619,1,0,0,0,0,1,0,1
620,1,0,0,0,1,0,1,1
621,1,1,0,0,1,0,0,0
622,0,1,0,0,1,0,1,0
623,1,1,0,0,1,1,1,0
624,1,1,0,0,0,1,0,1
625,1,0,1,0,1,0,1,0
626,1,1,0,0,1,1,0,1
627,0,0,0,0,1,0,1,0
628,1,1,0,1,1,1,0,0
629,1,1,0,0,1,0,1,0
630,1,1,0,0,1,0,1,0
631,1,1,1,0,0,0,1,0
632,1,1,0,0,1,0,1,0
633,0,1,0,0,1,1,1,0
634,1,0,0,1,1,1,0,1
635,1,1,0,0,0,1,0,1
636,1,0,0,0,0,1,0,1
637,0,0,0,0,0,1,0,1
638,1,0,0,0,0,1,0,1
639,1,1,0,0,0,0,1,0
640,1,0,0,0,0,0,0,1
641,1,0,0,0,1,0,1,0
642,1,0,0,0,0,1,0,1
643,0,0,0,0,0,1,0,1
644,1,1,0,0,1,1,1,1
645,1,0,0,0,0,0,1,1
646,0,0,0,0,1,1,0,1
647,1,0,0,0,0,1,1,1
648,1,0,0,0,0,0,0,1
649,1,0,0,1,1,0,1,0
650,1,1,0,0,0,0,1,0
651,1,0,0,0,0,1,0,1
652,1,1,0,0,1,0,1,0
653,1,0,0,0,0,1,0,0
654,1,1,0,0,0,0,1,0
655,1,0,0,1,0,1,0,0
656,0,1,0,0,1,0,1,0
657,0,0,1,0,0,0,1,1
658,1,1,0,0,1,0,1,0
659,1,1,0,0,1,0,0,0
660,1,0,0,0,1,1,0,0
661,1,0,0,0,0,1,0,1
662,1,1,0,0,1,1,1,0
663,1,1,0,1,1,0,1,0
664,1,0,0,0,0,1,0,1
665,1,0,1,0,0,1,0,1
666,1,0,0,0,0,0,0,1
667,1,0,0,1,0,1,0,1
668,0,1,0,0,1,0,1,1
669,0,1,0,0,1,0,1,0
670,1,0,0,0,0,1,0,1
671,1,0,0,0,1,1,0,1
672,1,0,0,1,0,1,0,1
673,1,1,0,0,1,0,1,0
674,1,1,1,0,1,0,0,0
675,1,0,0,0,0,1,0,1
676,1,1,0,1,0,0,0,1
677,1,1,1,0,0,0,1,0
678,1,1,0,0,1,0,0,0
679,1,1,1,0,1,0,1,1
680,1,0,0,0,1,0,1,0
681,1,0,0,0,0,1,0,1
682,1,0,0,0,1,0,1,0
683,1,0,0,1,0,1,0,1
684,1,1,0,0,1,0,1,0
685,1,0,0,1,0,1,0,1
686,1,1,1,0,1,0,1,1
687,1,0,0,1,1,0,0,0
688,1,0,0,0,1,0,1,0
689,1,1,0,0,1,0,1,0
690,1,1,0,0,1,0,1,0
691,1,1,0,0,0,1,0,1
692,0,0,0,0,0,1,0,1
693,1,0,0,0,0,1,0,1
694,1,1,0,0,1,1,1,0
695,1,0,0,0,0,1,0,1
696,1,1,0,0,0,1,0,1
697,1,0,1,0,0,1,0,1
698,0,1,0,0,1,0,1,1
699,1,1,0,0,0,0,0,0
700,1,1,1,0,0,1,1,0
701,1,0,0,0,1,1,0,1
702,1,0,0,0,0,0,1,1
703,1,1,0,0,0,0,0,1
704,0,1,0,0,1,0,1,0
705,1,1,0,0,1,0,1,1
706,1,0,1,0,0,1,0,1
707,1,0,0,0,0,0,0,0
708,1,0,0,0,1,1,0,1
709,1,1,0,0,1,1,0,1
710,1,1,0,0,1,0,1,0
711,1,0,0,0,0,1,0,1
712,0,0,0,0,0,1,1,1
713,1,1,0,0,1,0,1,0
714,1,0,0,1,0,0,1,1
715,0,0,0,0,0,0,0,0
716,1,1,0,0,1,0,1,0
717,1,0,0,0,0,1,1,1
718,1,1,0,0,1,0,1,0
719,1,0,1,0,0,1,1,0
720,1,0,0,1,1,0,1,0
721,1,0,0,0,0,1,1,1
722,1,0,0,1,0,1,0,1
723,0,1,0,1,1,0,1,0
724,1,0,0,0,0,0,0,1
725,1,1,1,0,1,0,0,0
726,1,1,0,0,1,0,1,0
727,1,1,0,0,1,0,1,0
728,1,0,0,0,0,1,0,1
729,1,1,0,1,1,0,1,0
730,1,0,1,0,0,1,0,1
731,1,0,0,0,0,0,0,1
732,1,0,0,1,0,1,0,1
733,1,0,1,1,0,1,0,1
734,0,1,0,0,1,0,1,0
735,1,0,0,0,0,1,0,1
736,1,0,1,0,0,1,0,1
737,1,0,0,1,0,1,0,1
738,0,0,0,0,0,1,1,1
739,1,1,0,0,1,0,1,0
740,0,0,0,0,0,1,0,1
741,0,0,1,0,0,1,0,1
742,1,1,0,0,1,0,0,1
743,1,0,1,0,0,1,1,1
744,1,0,0,0,0,1,1,1
745,1,0,0,0,0,0,0,1
746,0,1,1,0,1,0,1,0
747,1,0,1,0,0,1,0,0
748,1,0,0,0,0,1,0,1
749,0,1,0,0,1,0,1,0
750,1,1,0,0,1,0,1,0
751,1,1,0,0,0,0,0,1
752,1,1,1,1,1,0,1,0
753,1,0,0,0,0,1,0,1
754,1,1,0,0,1,0,1,0
755,0,1,0,0,1,0,1,0
756,0,1,0,0,1,0,1,1
757,1,0,0,0,0,0,1,0
758,1,0,0,0,1,0,1,0
759,1,1,0,0,1,0,1,1
760,1,0,1,0,0,1,0,1
761,1,0,1,0,0,0,0,0
762,1,0,0,0,0,0,0,0
763,1,0,0,0,0,1,0,1
764,1,0,0,0,0,1,0,1
765,1,0,0,0,0,1,0,1
766,1,0,0,0,0,1,1,0
767,1,0,0,1,0,1,0,1
768,1,1,0,0,0,0,0,1
769,1,0,1,0,0,1,1,1
770,0,0,0,0,0,1,0,0
771,1,1,1,0,1,0,0,0
772,1,1,0,0,0,1,0,1
773,1,0,0,0,0,1,1,1
774,0,1,0,0,1,0,1,0
