,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
42,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
43,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1
44,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
45,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0
46,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
47,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1
48,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
49,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
50,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
51,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
52,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
53,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0
54,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
55,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
56,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1
57,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
59,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
60,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
61,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
62,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
63,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
64,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
65,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0
66,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
67,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
68,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1
69,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
70,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1
71,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1
72,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
73,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1
74,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1
75,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0
76,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1
77,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
78,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
79,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
80,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1
81,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1
82,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
83,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
84,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
85,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
86,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1
87,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0
88,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1
89,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
90,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
91,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1
92,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
93,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0
94,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
95,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1
96,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
97,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
98,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1
99,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1
100,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
101,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
102,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
103,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
104,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
105,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
106,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
107,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0
108,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0
109,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1
110,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
111,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
112,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1
113,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1
114,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1
115,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
116,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1
117,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
118,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1
119,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
120,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
121,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
122,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
123,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
124,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0
125,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
126,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1
127,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
128,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
129,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
130,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
131,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
132,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
133,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
134,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
135,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0
136,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
137,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1
138,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
139,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
140,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
141,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
142,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
143,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
144,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
145,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
146,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
147,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
148,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
149,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1
150,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0
151,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1
152,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1
153,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
154,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1
155,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
156,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
157,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
158,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
159,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
160,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0
161,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0
162,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1
163,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
164,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
165,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1
166,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
167,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
168,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
169,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
170,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
171,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1
172,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1
173,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
174,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
175,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
176,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1
177,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
178,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1
179,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
180,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0
181,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
182,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
183,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1
184,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1
185,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0
186,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
187,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
188,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0
189,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
190,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1
191,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
193,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
194,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1
195,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0
196,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1
197,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
198,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
199,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
200,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1
201,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1
202,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
203,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
204,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
205,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
206,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
207,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0
208,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1
209,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
210,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
211,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1
212,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1
213,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
214,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
215,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
216,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
217,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
218,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
219,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1
220,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
223,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
224,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
225,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0
226,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1
227,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1
228,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1
229,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1
230,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
231,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
232,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1
233,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
234,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
235,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1
236,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0
237,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
238,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0
239,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
240,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
241,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
242,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
243,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0
244,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0
245,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
246,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
247,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
248,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
249,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
250,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0
251,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
252,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
253,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
254,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
255,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1
256,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1
257,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0
258,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1
259,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
260,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
261,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
262,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
263,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
264,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1
265,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1
266,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
267,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
268,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
269,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
270,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
271,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1
272,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
273,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0
274,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
275,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0
276,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0
277,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
278,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1
279,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0
280,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
281,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
282,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
283,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
284,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
285,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0
286,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1
287,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
288,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
289,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0
290,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0
291,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
292,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
293,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
294,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
295,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0
296,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1
297,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1
298,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
299,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
300,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0
301,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
302,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
303,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
304,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1
305,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
306,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
307,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
308,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0
309,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
310,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
311,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
312,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
313,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1
314,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
315,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1
316,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
317,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
318,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0
319,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1
320,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
321,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
322,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
323,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
324,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
325,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
326,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
327,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
328,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
329,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1
330,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1
331,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
332,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
333,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
334,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0
335,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1
336,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
337,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
338,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
339,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
340,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1
341,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
342,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
343,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1
344,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0
345,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
346,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
347,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
348,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
349,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1
350,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1
351,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
352,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
353,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1
354,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
355,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
356,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
357,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0
358,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1
359,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
360,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1
361,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
362,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
364,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
365,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1
366,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
367,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
368,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
369,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1
370,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
371,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1
372,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1
373,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0
374,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
375,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1
376,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
377,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
378,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
379,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1
380,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
381,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1
382,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
383,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
384,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0
385,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
386,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
387,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1
388,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
389,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0
390,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1
391,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
392,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
393,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
394,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1
395,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
396,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
397,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
398,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
399,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
400,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1
401,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0
402,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
403,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
404,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
405,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1
406,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1
407,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
408,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
