,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
96,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
97,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
98,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0
99,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
100,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0
101,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1
102,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
103,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
104,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
105,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
106,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0
107,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0
108,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
109,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0
110,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0
111,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
112,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
113,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
114,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
115,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
116,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1
117,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
118,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
119,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0
120,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
121,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
122,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
123,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0
124,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
125,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
126,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
127,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
128,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1
129,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
130,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
131,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0
132,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
134,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1
135,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1
136,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
137,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0
138,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1
139,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
140,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
141,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
142,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1
143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
144,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
145,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
146,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1
147,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1
148,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
149,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
150,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1
151,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0
152,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
153,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
154,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
155,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0
156,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1
157,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
158,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0
159,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
160,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
161,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
162,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
163,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
164,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1
165,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
166,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
167,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0
168,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
169,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
170,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
171,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0
172,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
173,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
174,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
175,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
176,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0
177,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
178,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1
179,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
180,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
181,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
182,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
183,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1
184,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0
185,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1
186,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1
187,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
188,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
189,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
190,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0
191,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
192,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
193,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1
194,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1
195,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
196,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
197,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
198,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
199,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
201,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
202,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1
203,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
204,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1
205,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
206,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
207,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0
208,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1
209,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
210,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
211,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
212,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1
213,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1
214,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
215,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
216,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1
217,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0
218,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
219,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1
220,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1
221,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
222,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
223,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
224,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
225,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
226,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
227,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1
228,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1
229,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
230,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
231,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
232,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
233,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0
234,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
235,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1
236,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
237,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
238,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
239,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
240,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
241,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
242,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0
243,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
244,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
245,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0
246,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0
247,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0
248,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0
249,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
250,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0
251,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0
252,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1
253,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1
254,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
255,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
256,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1
257,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0
258,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
259,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0
260,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1
261,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1
262,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
263,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
264,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
265,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1
266,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
267,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
268,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
269,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1
270,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
271,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1
272,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0
273,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0
274,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
275,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
276,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1
277,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1
278,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0
279,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
280,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
281,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1
282,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1
283,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
284,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1
285,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
286,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0
287,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0
288,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1
289,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
290,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
291,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0
292,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0
293,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
294,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
295,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1
296,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
297,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
298,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
299,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1
300,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
301,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
302,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
303,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0
304,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1
305,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0
306,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
307,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1
308,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1
309,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1
310,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1
311,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
312,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
313,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
314,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
315,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
316,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
317,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1
318,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
319,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0
320,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1
321,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
322,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
323,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1
324,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
325,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1
326,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
327,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0
328,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
329,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1
330,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
331,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0
332,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
333,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0
334,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1
335,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1
336,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
337,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
338,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
339,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
340,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
341,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
342,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
343,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
344,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0
345,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
346,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
347,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
348,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
349,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1
350,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1
351,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
352,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0
353,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1
354,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
355,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1
356,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
357,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
358,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
359,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
360,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
361,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
362,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
363,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
364,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
365,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
366,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0
367,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
368,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
369,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0
370,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1
371,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
372,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
373,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
374,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
375,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
376,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
377,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0
378,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1
379,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
380,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
381,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0
382,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
383,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
384,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1
385,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
386,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
387,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
388,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0
389,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
390,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
391,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
392,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
393,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0
394,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
395,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
396,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
397,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
398,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
399,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1
400,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
401,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0
402,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1
403,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
404,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0
405,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0
406,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0
407,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
408,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1
