,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
181,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
182,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
183,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
184,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
185,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
186,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0
187,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
188,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
189,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0
190,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
192,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
193,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
194,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0
195,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
196,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
197,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
198,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
199,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
200,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
201,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1
202,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
203,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
204,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
205,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1
206,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
207,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1
208,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
209,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
210,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
211,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
212,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
213,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
214,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
215,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1
216,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
217,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
218,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
219,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
220,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
221,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
222,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
223,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
224,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0
225,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
226,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0
227,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
228,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
229,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1
230,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
231,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
232,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
233,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0
234,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
235,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1
236,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0
237,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0
238,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0
239,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
240,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1
241,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
242,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
243,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
244,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1
245,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
246,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
247,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0
248,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
250,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
251,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
252,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1
253,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1
254,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
255,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1
256,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
257,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
258,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
259,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
260,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
261,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0
262,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0
263,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
264,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
265,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
266,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
267,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
268,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
269,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
270,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
271,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0
272,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1
273,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1
274,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
275,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
276,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0
277,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1
278,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
279,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
280,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
281,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
282,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0
283,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
284,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
285,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
287,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
288,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
289,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0
290,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
291,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1
292,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
293,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1
295,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
296,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1
297,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
298,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1
299,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
300,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
301,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
303,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
304,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
305,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
306,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0
307,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0
308,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0
309,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
310,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
311,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
312,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
313,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
314,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
315,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1
316,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
317,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1
318,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
319,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
320,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
321,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
322,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
323,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
324,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
325,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
326,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1
327,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1
328,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
329,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1
330,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1
331,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
332,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
334,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
335,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
336,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
337,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
338,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
339,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0
340,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
341,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0
342,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
343,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0
344,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
345,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
346,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
347,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
348,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
349,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
350,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
351,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
352,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
353,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
354,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
355,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
356,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
357,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
358,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
359,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0
360,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
361,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
362,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
363,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
364,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
365,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
366,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
367,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
368,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
369,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
370,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
371,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0
372,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
373,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1
374,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
375,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0
376,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
377,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
378,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
379,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
380,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
381,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0
382,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
383,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
384,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
385,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
386,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
387,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
388,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1
389,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0
390,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
391,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
392,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
393,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
394,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
395,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
396,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
397,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
398,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
399,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1
400,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
401,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0
402,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
403,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
404,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
405,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
406,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
407,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
408,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
